ngram,freq,cumshare
frutas,242010,0.816
pedazos,241977,0.816
oculto,241885,0.816
levantado,241800,0.816
abundante,241781,0.816
ocupaba,241731,0.816
experto,241498,0.816
expresamente,241490,0.816
estadística,241453,0.816
informar,241413,0.816
establecidas,241367,0.816
próximos,241331,0.816
serpiente,241255,0.816
cartera,241243,0.816
crema,241171,0.816
literalmente,241144,0.816
combatir,241122,0.816
católicos,241056,0.816
imprenta,240979,0.816
trigo,240970,0.816
densidad,240963,0.816
mero,240946,0.816
claros,240942,0.816
tuvieran,240926,0.816
verdaderos,240835,0.817
dulces,240823,0.817
pelea,240823,0.817
cargas,240789,0.817
girar,240667,0.817
impone,240651,0.817
espirituales,240618,0.817
integrantes,240586,0.817
petróleo,240491,0.817
disponía,240486,0.817
peligros,240463,0.817
fuesen,240463,0.817
dormida,240347,0.817
intervino,240164,0.817
reparación,240157,0.817
surgió,240146,0.817
reposo,240097,0.817
darte,240054,0.817
indiferencia,240005,0.817
minas,239915,0.817
emplear,239824,0.817
reflexionar,239822,0.817
nombrado,239792,0.817
establecen,239761,0.817
dirigirse,239722,0.817
miseria,239721,0.817
enseña,239678,0.817
genes,239583,0.817
obtenidos,239488,0.817
galería,239485,0.817
agudo,239414,0.817
sostener,239306,0.817
orgulloso,239271,0.817
hacerte,239166,0.817
íbamos,239141,0.817
poética,239132,0.817
informó,239102,0.817
tonto,239097,0.817
adecuadas,239076,0.817
monstruo,239002,0.817
cómodo,238946,0.817
masculino,238890,0.817
chimenea,238831,0.817
prisioneros,238778,0.817
cuidadosamente,238766,0.817
claves,238763,0.817
helado,238705,0.817
aclarar,238566,0.817
duele,238345,0.817
apoyado,238312,0.817
inscripción,238276,0.817
selva,238234,0.817
mire,238193,0.817
justa,238181,0.817
pasta,238148,0.817
suprema,237909,0.817
exigencia,237892,0.817
escudo,237875,0.817
ambientales,237851,0.817
respetar,237799,0.817
abuso,237720,0.818
examinar,237685,0.818
peores,237574,0.818
iniciales,237554,0.818
respiró,237512,0.818
tributaria,237443,0.818
propiamente,237368,0.818
artística,237333,0.818
divorcio,237288,0.818
dirigentes,237216,0.818
juzgado,237209,0.818
entregado,237207,0.818
alejó,237153,0.818
doscientos,237049,0.818
trampa,236824,0.818
relativas,236799,0.818
accidentes,236745,0.818
pulmones,236615,0.818
externos,236562,0.818
montes,236543,0.818
parientes,236536,0.818
ejércitos,236513,0.818
diosa,236432,0.818
variaciones,236421,0.818
cinturón,236355,0.818
precioso,236353,0.818
inclusión,236322,0.818
quedando,236284,0.818
entran,236186,0.818
tardes,236160,0.818
grandeza,236122,0.818
encuesta,236116,0.818
acompaña,236116,0.818
fruta,236066,0.818
sufre,236017,0.818
creando,235886,0.818
colina,235867,0.818
considerada,235852,0.818
encendió,235836,0.818
rigor,235829,0.818
adquiere,235818,0.818
gotas,235761,0.818
escenas,235696,0.818
envidia,235658,0.818
descenso,235624,0.818
pesado,235563,0.818
receptores,235496,0.818
enseñó,235491,0.818
preocupada,235323,0.818
barrera,235177,0.818
compartido,235080,0.818
constancia,235029,0.818
doctora,234986,0.818
amantes,234966,0.818
épocas,234953,0.818
respondí,234860,0.818
pensamos,234838,0.818
regionales,234786,0.818
exclusiva,234765,0.818
novedad,234503,0.818
concluyó,234464,0.818
ganancias,234452,0.819
ajuste,234414,0.819
pelota,234336,0.819
vete,234248,0.819
denuncia,234212,0.819
latín,234094,0.819
dorado,234040,0.819
narración,233963,0.819
dejamos,233951,0.819
pesada,233950,0.819
carbono,233912,0.819
palo,233905,0.819
futura,233896,0.819
provocado,233794,0.819
cambiando,233692,0.819
alarma,233587,0.819
jurado,233526,0.819
ego,233524,0.819
harina,233445,0.819
adolescencia,233413,0.819
hechas,233335,0.819
emisión,233332,0.819
suyas,233183,0.819
hiciste,233168,0.819
codo,233070,0.819
invasión,232998,0.819
desarrollan,232922,0.819
seguidores,232914,0.819
inmigrantes,232874,0.819
apartar,232742,0.819
entrevistas,232718,0.819
explosión,232567,0.819
pedí,232554,0.819
hubiesen,232372,0.819
versiones,232343,0.819
referirse,232263,0.819
constantes,232255,0.819
exilio,232182,0.819
alejado,232157,0.819
referido,232111,0.819
aventuras,232005,0.819
justificar,231960,0.819
tienden,231852,0.819
andaba,231762,0.819
homenaje,231687,0.819
argentino,231634,0.819
obtuvo,231627,0.819
vocación,231510,0.819
huevo,231473,0.819
llevarse,231401,0.819
irá,231394,0.819
candidatos,231369,0.819
damas,231346,0.819
asegura,231336,0.819
entregar,231270,0.819
gigante,231235,0.819
reaccionar,231206,0.819
cabaña,231145,0.819
comprendido,231102,0.819
enseñado,231079,0.819
deslizó,231043,0.819
consciencia,231022,0.820
quinta,230847,0.820
pasara,230832,0.820
ayudado,230828,0.820
darles,230814,0.820
software,230783,0.820
mención,230775,0.820
pluma,230754,0.820
hígado,230520,0.820
ajena,230499,0.820
emplea,230443,0.820
ropas,230348,0.820
repite,230328,0.820
saludo,230280,0.820
restauración,230193,0.820
fresca,230174,0.820
maleta,229957,0.820
mundos,229805,0.820
escasos,229749,0.820
típico,229523,0.820
colocado,229495,0.820
autora,229449,0.820
impresionante,229348,0.820
naranja,229287,0.820
salarios,229264,0.820
casco,229218,0.820
respaldo,229212,0.820
fragmento,229132,0.820
extremadamente,229057,0.820
golpeó,228979,0.820
investigador,228910,0.820
onda,228882,0.820
conserva,228785,0.820
verle,228730,0.820
despedida,228716,0.820
traslado,228592,0.820
medición,228563,0.820
echa,228559,0.820
tirar,228482,0.820
traía,228340,0.820
mostrando,228264,0.820
alejarse,228195,0.820
pálido,228188,0.820
docena,228167,0.820
nobleza,228160,0.820
contemporánea,228107,0.820
peces,228100,0.820
nuca,228011,0.820
contando,227968,0.820
específicamente,227949,0.820
pacífico,227923,0.820
estadísticas,227916,0.820
solitario,227880,0.820
anexo,227833,0.820
completar,227749,0.820
bendición,227721,0.820
imponer,227677,0.820
culo,227668,0.820
cubría,227662,0.820
protesta,227662,0.820
negativas,227591,0.820
relativos,227577,0.820
contesta,227527,0.820
tratarse,227426,0.821
pasados,227419,0.821
enfrentar,227381,0.821
internas,227212,0.821
aislamiento,227211,0.821
resulte,227202,0.821
libremente,227167,0.821
refieren,227066,0.821
empiezan,226912,0.821
corrección,226905,0.821
consistía,226674,0.821
ordenado,226579,0.821
avanzada,226578,0.821
bolsas,226405,0.821
traición,226401,0.821
guerreros,226370,0.821
concretas,226321,0.821
eficiente,226259,0.821
separados,226238,0.821
caracteres,226138,0.821
comisario,226111,0.821
titulares,226013,0.821
sostenía,225921,0.821
incidente,225900,0.821
excesiva,225883,0.821
vuestras,225772,0.821
limitó,225536,0.821
nervio,225520,0.821
lecciones,225451,0.821
contraria,225386,0.821
quedará,225382,0.821
exclusión,225380,0.821
mata,225355,0.821
administrativas,225347,0.821
incorporó,225275,0.821
lana,225152,0.821
dedica,225144,0.821
futuros,225136,0.821
ejemplares,225103,0.821
adecuadamente,225072,0.821
afectar,225021,0.821
incómodo,225000,0.821
crímenes,224983,0.821
cobre,224903,0.821
urgente,224881,0.821
modalidad,224858,0.821
períodos,224826,0.821
cardenal,224810,0.821
transparencia,224675,0.821
sitúa,224657,0.821
nieto,224345,0.821
enseñanzas,224342,0.821
veinticinco,224339,0.821
encantado,224332,0.821
anuales,224331,0.821
disminuye,224219,0.821
lámpara,224135,0.821
estatales,224126,0.821
almuerzo,224119,0.821
aporta,224082,0.821
piano,224074,0.821
promesas,223996,0.821
series,223882,0.821
caminó,223850,0.822
iniciativas,223842,0.822
armado,223827,0.822
cristales,223693,0.822
armados,223485,0.822
fundamentos,223432,0.822
árabe,223421,0.822
ausente,223380,0.822
municipales,223345,0.822
sugirió,223342,0.822
llenar,223328,0.822
propósitos,223241,0.822
descubre,223172,0.822
dragón,223159,0.822
concretos,223122,0.822
consultar,222899,0.822
estableció,222858,0.822
mortalidad,222847,0.822
chino,222845,0.822
danza,222774,0.822
denominación,222684,0.822
guapo,222682,0.822
cuaderno,222680,0.822
vidrio,222665,0.822
damos,222612,0.822
contenta,222452,0.822
verduras,222416,0.822
fibras,222361,0.822
acompañada,222260,0.822
parado,222256,0.822
presentaba,222225,0.822
menciona,222206,0.822
escándalo,222169,0.822
manteniendo,222151,0.822
gozo,221903,0.822
aportaciones,221903,0.822
indio,221875,0.822
cuerdas,221829,0.822
modernos,221797,0.822
duelo,221736,0.822
limita,221694,0.822
revés,221675,0.822
preparados,221624,0.822
concierto,221348,0.822
citas,221338,0.822
cálculos,221305,0.822
alquiler,221300,0.822
conocían,221223,0.822
aportar,221221,0.822
poderosos,221106,0.822
reunir,221089,0.822
poseía,221051,0.822
contenía,220898,0.822
dieciséis,220686,0.822
trasera,220599,0.822
suceso,220562,0.822
ayudan,220542,0.822
partículas,220522,0.822
comprendo,220505,0.822
bellas,220449,0.822
espacial,220411,0.822
piscina,220380,0.822
finca,220344,0.822
electricidad,220266,0.822
decidieron,220230,0.822
sábanas,220199,0.823
sincero,220195,0.823
intenté,220186,0.823
almacenamiento,220180,0.823
considerados,220168,0.823
ideales,220094,0.823
pares,220048,0.823
lisa,219806,0.823
algodón,219805,0.823
pensión,219766,0.823
terrenos,219741,0.823
adecuados,219611,0.823
proveedores,219607,0.823
pesca,219574,0.823
cortesía,219527,0.823
adicionales,219380,0.823
salimos,219360,0.823
riendo,219346,0.823
bienvenida,219304,0.823
jardines,219302,0.823
regalos,219235,0.823
persecución,219219,0.823
seré,219047,0.823
ocupada,219014,0.823
ruinas,218960,0.823
seleccionar,218835,0.823
narrativa,218821,0.823
justificación,218804,0.823
obtención,218782,0.823
quedaría,218767,0.823
merecía,218571,0.823
imaginaba,218480,0.823
agrícola,218478,0.823
toro,218391,0.823
vayas,218333,0.823
ironía,218322,0.823
aparatos,218179,0.823
apunta,218090,0.823
bola,218026,0.823
juro,217993,0.823
pertenecía,217992,0.823
detenerse,217937,0.823
lecturas,217833,0.823
ampliamente,217813,0.823
sanitaria,217782,0.823
engaño,217768,0.823
embajador,217733,0.823
prefería,217699,0.823
contarle,217652,0.823
muslos,217648,0.823
generan,217607,0.823
estima,217601,0.823
pesadilla,217419,0.823
confesión,217277,0.823
universitario,217170,0.823
medieval,217164,0.823
efectuar,217145,0.823
barrios,217049,0.823
horizontal,216973,0.823
tolerancia,216865,0.823
advertencia,216821,0.823
jueves,216649,0.823
dependiente,216581,0.823
casada,216509,0.823
pasajeros,216454,0.823
abriendo,216429,0.824
concesión,216349,0.824
pasaría,216279,0.824
llevaría,216255,0.824
consenso,216229,0.824
echaba,216108,0.824
representaba,216052,0.824
podré,216041,0.824
establecimientos,216003,0.824
identifica,215981,0.824
llevara,215926,0.824
estadio,215906,0.824
tome,215876,0.824
desigualdad,215861,0.824
mina,215850,0.824
estúpido,215813,0.824
volverse,215769,0.824
yendo,215687,0.824
prohibido,215666,0.824
geografía,215653,0.824
piloto,215617,0.824
catálogo,215604,0.824
encargo,215473,0.824
célula,215404,0.824
levantaba,215402,0.824
corteza,215390,0.824
financieras,215344,0.824
bruscamente,215328,0.824
rubia,215225,0.824
sueldo,215211,0.824
superficial,215162,0.824
mirándola,215060,0.824
resuelto,215046,0.824
tragó,214983,0.824
fuiste,214953,0.824
consideró,214946,0.824
emocionales,214927,0.824
conocidas,214877,0.824
aparecido,214788,0.824
grano,214699,0.824
virtual,214669,0.824
recogida,214654,0.824
informado,214621,0.824
episodios,214620,0.824
heredero,214573,0.824
recordando,214512,0.824
constitucionales,214438,0.824
cadáveres,214288,0.824
cuota,214239,0.824
carreras,214215,0.824
serás,214206,0.824
ruso,214171,0.824
lamento,214141,0.824
privilegio,214098,0.824
mandado,214051,0.824
recogió,214049,0.824
pensarlo,214012,0.824
conceptual,213989,0.824
escondido,213971,0.824
crecido,213971,0.824
sana,213876,0.824
concretamente,213870,0.824
reservados,213854,0.824
programación,213832,0.824
explorar,213792,0.824
hallar,213712,0.824
secretaria,213583,0.824
alrededores,213573,0.825
sometido,213571,0.825
timbre,213505,0.825
carece,213457,0.825
detiene,213397,0.825
niega,213383,0.825
veras,213360,0.825
proviene,213331,0.825
estímulo,213223,0.825
sello,213217,0.825
pagado,213202,0.825
aguja,213154,0.825
antropología,213153,0.825
excitación,213134,0.825
respectivos,213101,0.825
represión,213032,0.825
afán,213019,0.825
prioridad,212952,0.825
crece,212948,0.825
propaganda,212914,0.825
jerarquía,212889,0.825
actúan,212766,0.825
verso,212593,0.825
editores,212566,0.825
rodeaba,212385,0.825
paró,212334,0.825
dame,212280,0.825
vendedor,212190,0.825
tránsito,212132,0.825
gustó,212059,0.825
Caribe,212013,0.825
sagrada,211876,0.825
listas,211865,0.825
soberano,211848,0.825
originales,211767,0.825
portada,211765,0.825
trozos,211746,0.825
sentimos,211718,0.825
devolvió,211634,0.825
quitar,211627,0.825
intuición,211610,0.825
parcialmente,211567,0.825
ejecutar,211552,0.825
estarían,211518,0.825
vayan,211416,0.825
heridos,211203,0.825
furioso,211176,0.825
convierten,211059,0.825
educativas,211045,0.825
duros,211045,0.825
sonreía,211035,0.825
abuelos,211035,0.825
destinados,211026,0.825
incluida,211014,0.825
renuncia,211003,0.825
ceja,210943,0.825
controles,210909,0.825
jurídicos,210908,0.825
razonamiento,210880,0.825
tratara,210851,0.825
aprobado,210738,0.825
infraestructura,210704,0.825
atributos,210695,0.825
hacerla,210672,0.825
presupuestos,210626,0.825
cometer,210592,0.825
abismo,210570,0.825
peculiar,210492,0.826
estatus,210456,0.826
drama,210339,0.826
historiador,210328,0.826
artificial,210298,0.826
servidor,210275,0.826
escribía,210219,0.826
formada,210204,0.826
clásicos,210184,0.826
sucedía,210176,0.826
deba,210173,0.826
judiciales,210167,0.826
escolares,210140,0.826
recompensa,210083,0.826
quedara,210065,0.826
atacar,210061,0.826
salga,210003,0.826
llevas,209888,0.826
crean,209806,0.826
vendrá,209713,0.826
tapa,209709,0.826
vaqueros,209706,0.826
abrieron,209664,0.826
mármol,209548,0.826
preocuparse,209546,0.826
apoya,209541,0.826
mentiras,209521,0.826
camión,209515,0.826
gota,209511,0.826
linda,209489,0.826
admitió,209485,0.826
coro,209453,0.826
camarero,209441,0.826
incendio,209378,0.826
entradas,209292,0.826
inocencia,209292,0.826
vencer,209227,0.826
surgen,209224,0.826
conlleva,209114,0.826
extra,209055,0.826
comunicar,208930,0.826
sutil,208924,0.826
agradecimiento,208857,0.826
acta,208832,0.826
marchado,208717,0.826
estrictamente,208617,0.826
acaban,208610,0.826
profundos,208559,0.826
huella,208545,0.826
costas,208531,0.826
máscara,208451,0.826
ascenso,208396,0.826
manta,208276,0.826
bronce,208220,0.826
obligada,208077,0.826
ponerme,208038,0.826
convencional,208007,0.826
simultáneamente,207961,0.826
maldición,207930,0.826
compromisos,207867,0.826
carpeta,207863,0.826
dueños,207861,0.826
prohibición,207828,0.826
compuesta,207776,0.826
fino,207662,0.826
disponibilidad,207576,0.826
electrónicos,207552,0.826
previstos,207537,0.826
rentas,207522,0.826
sanitario,207424,0.827
pájaro,207343,0.827
potente,207324,0.827
prometo,207290,0.827
amada,207287,0.827
esclavo,207274,0.827
contabilidad,207247,0.827
desconocida,207192,0.827
pulgar,207160,0.827
cargado,207072,0.827
ahorro,207037,0.827
conducía,207008,0.827
ofrecido,206962,0.827
pronunciar,206941,0.827
localidad,206915,0.827
testimonios,206870,0.827
administrativos,206849,0.827
conseguía,206759,0.827
manda,206758,0.827
bajando,206718,0.827
costaba,206699,0.827
mochila,206647,0.827
destacan,206637,0.827
libertades,206593,0.827
retraso,206478,0.827
harán,206450,0.827
secreta,206418,0.827
gordo,206296,0.827
asustado,206134,0.827
placa,206085,0.827
obediencia,206053,0.827
males,206012,0.827
prestado,205856,0.827
paradigma,205828,0.827
plenitud,205804,0.827
querría,205704,0.827
huelga,205630,0.827
íntimo,205567,0.827
aparecieron,205563,0.827
desesperada,205535,0.827
añadido,205532,0.827
legislativo,205385,0.827
afortunadamente,205334,0.827
diámetro,205306,0.827
ingeniero,205285,0.827
prudencia,205278,0.827
automóvil,205268,0.827
veinticuatro,205197,0.827
comprendía,205191,0.827
charla,205117,0.827
evitando,205093,0.827
sinceridad,205036,0.827
cercanos,205020,0.827
pálida,204964,0.827
juega,204897,0.827
resistir,204849,0.827
experimento,204846,0.827
establecida,204828,0.827
contempló,204799,0.827
naves,204748,0.827
rumores,204728,0.827
peligrosa,204698,0.827
contaminación,204684,0.827
definitivo,204664,0.827
griega,204559,0.827
formaban,204437,0.827
ordenación,204385,0.827
libras,204365,0.827
mecánico,204328,0.827
lazos,204305,0.828
volverá,204084,0.828
cajón,204064,0.828
sumo,204042,0.828
acusado,204002,0.828
generosidad,203993,0.828
comerciantes,203927,0.828
granja,203873,0.828
escribiendo,203859,0.828
agradezco,203829,0.828
leía,203793,0.828
ruego,203768,0.828
protagonistas,203731,0.828
oportuno,203645,0.828
suaves,203491,0.828
tensiones,203442,0.828
cima,203389,0.828
entrando,203304,0.828
breves,203255,0.828
confesó,203223,0.828
desesperado,203214,0.828
terceros,203128,0.828
comencé,203025,0.828
soltar,202879,0.828
podéis,202871,0.828
sentencias,202841,0.828
ampliar,202799,0.828
fomentar,202769,0.828
encanto,202759,0.828
estatua,202725,0.828
compensación,202723,0.828
haremos,202716,0.828
guardaba,202701,0.828
cubiertos,202631,0.828
genética,202622,0.828
excepcional,202577,0.828
invitó,202469,0.828
sorprende,202464,0.828
cadera,202455,0.828
perdona,202420,0.828
levanté,202383,0.828
informaciones,202377,0.828
contradicción,202375,0.828
oliva,202374,0.828
edades,202334,0.828
comparar,202308,0.828
extranjera,202286,0.828
querías,202183,0.828
sincera,202174,0.828
post,202173,0.828
gritando,202088,0.828
ayudante,202077,0.828
manzana,202052,0.828
pudiendo,201991,0.828
relaciona,201978,0.828
logros,201973,0.828
vídeo,201951,0.828
anterioridad,201939,0.828
planteamiento,201936,0.828
temprana,201844,0.828
obstáculo,201789,0.828
dejaría,201783,0.828
labores,201667,0.828
realidades,201659,0.828
primas,201456,0.828
carbón,201433,0.828
asociadas,201416,0.828
conexiones,201362,0.828
capitales,201356,0.828
permitirá,201353,0.828
milagros,201345,0.828
cortos,201248,0.829
autoestima,201241,0.829
paralelo,201241,0.829
campañas,201214,0.829
malestar,201201,0.829
atento,201162,0.829
maquinaria,201114,0.829
dirá,201093,0.829
europeas,201092,0.829
monarca,201079,0.829
escuché,201005,0.829
ingeniería,200983,0.829
conferencias,200949,0.829
sociología,200935,0.829
mencionados,200919,0.829
llenó,200907,0.829
húmedo,200896,0.829
túnel,200894,0.829
advierte,200894,0.829
fachada,200835,0.829
producía,200814,0.829
mansión,200801,0.829
retiro,200798,0.829
serena,200751,0.829
evitarlo,200715,0.829
descarga,200693,0.829
preferido,200560,0.829
recinto,200524,0.829
problemática,200501,0.829
estructural,200410,0.829
tonta,200381,0.829
preocupaba,200352,0.829
aporte,200274,0.829
joyas,200265,0.829
poseer,200254,0.829
podíamos,200224,0.829
cuán,200197,0.829
cuartel,200149,0.829
desaparece,200084,0.829
bolsillos,200072,0.829
rebelión,199855,0.829
rasgo,199841,0.829
productores,199809,0.829
sustitución,199792,0.829
menú,199758,0.829
bote,199697,0.829
eléctrico,199689,0.829
tendió,199606,0.829
gratitud,199577,0.829
retirada,199553,0.829
fijar,199488,0.829
sobrino,199475,0.829
puños,199470,0.829
altamente,199422,0.829
dominar,199414,0.829
dudo,199405,0.829
llevará,199307,0.829
rurales,199243,0.829
vinieron,199238,0.829
transcurrido,199200,0.829
susurro,199191,0.829
ardiente,199139,0.829
fijó,199102,0.829
odiaba,199054,0.829
implementación,199028,0.829
percibe,198972,0.829
pasivo,198970,0.829
tumores,198966,0.829
pasiones,198886,0.829
comenta,198759,0.829
encuentros,198695,0.829
psicológico,198647,0.830
palmas,198615,0.830
grises,198579,0.830
ejerce,198554,0.830
héroes,198539,0.830
demasiadas,198488,0.830
seguí,198458,0.830
pedazo,198386,0.830
fórmulas,198300,0.830
ocurra,198264,0.830
mantequilla,198166,0.830
reconstrucción,198142,0.830
corredor,198107,0.830
especialistas,198102,0.830
llevamos,198047,0.830
subía,198039,0.830
simboliza,197985,0.830
desconfianza,197967,0.830
abrí,197938,0.830
tortura,197916,0.830
comedia,197837,0.830
empeño,197730,0.830
droga,197718,0.830
apartados,197670,0.830
escrituras,197554,0.830
presos,197502,0.830
iniciado,197453,0.830
lingüística,197405,0.830
cuenca,197357,0.830
detective,197354,0.830
asume,197301,0.830
mató,197285,0.830
códigos,197276,0.830
residentes,197235,0.830
esencialmente,197189,0.830
durmiendo,197133,0.830
digna,197128,0.830
ción,197117,0.830
industrias,197084,0.830
católico,196945,0.830
emprender,196913,0.830
mérito,196876,0.830
pautas,196839,0.830
gen,196818,0.830
religiones,196794,0.830
recuerdas,196783,0.830
costó,196777,0.830
frágil,196694,0.830
legado,196581,0.830
evita,196580,0.830
comunistas,196507,0.830
fatal,196485,0.830
enfadado,196403,0.830
delegación,196392,0.830
ondas,196375,0.830
típica,196372,0.830
fijos,196358,0.830
construcciones,196345,0.830
citada,196340,0.830
manuscrito,196337,0.830
fijado,196329,0.830
tribu,196198,0.830
formaba,196145,0.830
coge,196134,0.830
captar,196114,0.830
visitantes,196084,0.830
magnífico,196084,0.830
discusiones,195982,0.830
digitales,195969,0.830
ramos,195944,0.830
asustada,195936,0.830
pasará,195877,0.830
enamorada,195842,0.830
rescate,195822,0.831
mostrador,195821,0.831
documental,195762,0.831
escaso,195728,0.831
sexualidad,195697,0.831
plantear,195627,0.831
esperan,195618,0.831
ave,195605,0.831
membrana,195598,0.831
entrañas,195589,0.831
creciendo,195488,0.831
normalidad,195485,0.831
históricas,195459,0.831
llamamos,195383,0.831
exacta,195222,0.831
levantando,195218,0.831
mercantil,195204,0.831
energías,195151,0.831
vientos,195137,0.831
balón,195040,0.831
vitamina,195038,0.831
transformar,194980,0.831
che,194935,0.831
académica,194847,0.831
modalidades,194814,0.831
estímulos,194793,0.831
saludable,194773,0.831
declarar,194752,0.831
enlace,194724,0.831
existían,194713,0.831
higiene,194704,0.831
puramente,194683,0.831
rumor,194678,0.831
comienzan,194648,0.831
manipulación,194565,0.831
positivas,194546,0.831
fuere,194516,0.831
comido,194504,0.831
administrar,194481,0.831
colaboradores,194479,0.831
relieve,194464,0.831
violación,194344,0.831
íntima,194214,0.831
fusión,194208,0.831
metales,194204,0.831
inclinación,194199,0.831
sufrió,194178,0.831
sopa,194136,0.831
transparente,194101,0.831
decimos,194085,0.831
distingue,194084,0.831
electorales,194034,0.831
cortó,193937,0.831
locos,193877,0.831
esclavitud,193837,0.831
declara,193800,0.831
secundarios,193601,0.831
perfume,193587,0.831
correctas,193553,0.831
tercio,193498,0.831
tuviese,193491,0.831
vigencia,193452,0.831
pensiones,193368,0.831
acompañó,193357,0.831
mercancía,193279,0.831
alumnado,193194,0.831
entiendes,193093,0.831
obrero,193062,0.831
restricciones,193054,0.831
tacto,192992,0.831
indicador,192966,0.831
creyentes,192940,0.831
ampliación,192787,0.831
sanidad,192763,0.832
manchas,192707,0.832
viajeros,192575,0.832
toalla,192499,0.832
flecha,192453,0.832
empujó,192447,0.832
confirmar,192395,0.832
imposibilidad,192385,0.832
tos,192378,0.832
soviética,192369,0.832
panel,192364,0.832
riquezas,192344,0.832
debida,192328,0.832
departamentos,192299,0.832
despertado,192278,0.832
suicidio,192269,0.832
espectro,192261,0.832
distante,192226,0.832
cerdo,192167,0.832
contempla,192114,0.832
verdades,192058,0.832
objetiva,192033,0.832
sabéis,192019,0.832
apoyada,191973,0.832
compuestos,191972,0.832
prevista,191875,0.832
temporales,191844,0.832
insoportable,191830,0.832
declarado,191590,0.832
atendiendo,191575,0.832
pisos,191574,0.832
atravesar,191567,0.832
ovejas,191559,0.832
maldad,191346,0.832
cubre,191344,0.832
producirse,191337,0.832
potenciales,191321,0.832
sintiera,191267,0.832
talleres,191161,0.832
tengamos,191141,0.832
publicar,191096,0.832
cortinas,191045,0.832
realizando,190962,0.832
arteria,190949,0.832
concentraciones,190942,0.832
llegaría,190907,0.832
visiones,190893,0.832
consolidación,190857,0.832
abiertamente,190768,0.832
secciones,190762,0.832
estremeció,190739,0.832
formales,190734,0.832
administrador,190710,0.832
cobrar,190708,0.832
diablos,190703,0.832
miedos,190595,0.832
polo,190594,0.832
escalones,190589,0.832
cable,190580,0.832
defensor,190485,0.832
préstamo,190354,0.832
iluminación,190351,0.832
contesté,190323,0.832
desear,190230,0.832
regazo,190200,0.832
ola,190168,0.832
historiadores,190112,0.832
velo,190073,0.832
madurez,189988,0.832
interpretaciones,189936,0.832
cubiertas,189869,0.832
apresuró,189832,0.832
violenta,189823,0.832
limitación,189777,0.832
sufren,189768,0.832
respecta,189730,0.833
lanzar,189728,0.833
decenas,189706,0.833
avanzando,189704,0.833
volveré,189640,0.833
actas,189638,0.833
bajaba,189627,0.833
estilos,189587,0.833
escritas,189583,0.833
ordenar,189546,0.833
acompañar,189501,0.833
sobra,189488,0.833
géneros,189466,0.833
introdujo,189262,0.833
valía,189249,0.833
robo,189232,0.833
titulado,189176,0.833
elaborado,189148,0.833
quitado,189138,0.833
líquidos,189101,0.833
denominada,189052,0.833
decidida,189034,0.833
martes,189017,0.833
escoger,189005,0.833
corregir,189001,0.833
globalización,188970,0.833
atractiva,188918,0.833
supervisión,188891,0.833
progresiva,188867,0.833
significados,188847,0.833
tomarse,188780,0.833
olía,188765,0.833
depósitos,188738,0.833
convencida,188706,0.833
imaginario,188600,0.833
viste,188594,0.833
colombiano,188551,0.833
prendas,188530,0.833
guantes,188517,0.833
negociaciones,188453,0.833
marino,188425,0.833
elevación,188281,0.833
pegado,188246,0.833
prometió,188207,0.833
turistas,188194,0.833
ganó,188156,0.833
finanzas,188114,0.833
incrementar,188099,0.833
sanciones,188096,0.833
transforma,188096,0.833
renovación,188072,0.833
académicos,188064,0.833
delicado,188020,0.833
despierto,187982,0.833
descendientes,187949,0.833
supuestamente,187939,0.833
legislador,187922,0.833
dejes,187918,0.833
apuntó,187913,0.833
muertes,187893,0.833
príncipes,187813,0.833
explicado,187804,0.833
coincidencia,187798,0.833
consideramos,187784,0.833
cálido,187642,0.833
sometidos,187585,0.833
rodean,187502,0.833
marcada,187487,0.833
cayeron,187449,0.833
combustible,187446,0.833
ruidos,187307,0.833
vengo,187292,0.833
resurrección,187252,0.833
escenarios,187047,0.833
comparten,187046,0.833
utilizadas,187042,0.833
prudente,187013,0.834
limón,187004,0.834
articular,186994,0.834
molesto,186921,0.834
restantes,186843,0.834
violento,186732,0.834
reparto,186730,0.834
enterado,186717,0.834
incumplimiento,186713,0.834
hierbas,186707,0.834
rebeldes,186702,0.834
extrañas,186677,0.834
avanzó,186668,0.834
entré,186642,0.834
comunión,186642,0.834
respectivas,186612,0.834
fuga,186567,0.834
planetas,186546,0.834
complejas,186498,0.834
agregó,186486,0.834
armadas,186426,0.834
ordinario,186410,0.834
doloroso,186406,0.834
foco,186371,0.834
mágico,186363,0.834
billetes,186337,0.834
importar,186311,0.834
asignación,186270,0.834
clínicas,186188,0.834
gritaba,186157,0.834
aprovechando,186098,0.834
calendario,186067,0.834
fomento,186050,0.834
pinturas,185992,0.834
camioneta,185940,0.834
terribles,185917,0.834
bahía,185896,0.834
alfombra,185879,0.834
horario,185832,0.834
constituir,185765,0.834
debates,185747,0.834
luchando,185702,0.834
saliera,185648,0.834
simpatía,185642,0.834
científicas,185597,0.834
aprende,185593,0.834
cólera,185584,0.834
índole,185559,0.834
motores,185550,0.834
estupendo,185514,0.834
barreras,185501,0.834
sabías,185436,0.834
solían,185421,0.834
sonriente,185353,0.834
brevemente,185328,0.834
sistemática,185310,0.834
diputado,185230,0.834
legitimidad,185230,0.834
economías,185228,0.834
queja,185131,0.834
repetición,185110,0.834
asientos,185068,0.834
reside,185010,0.834
