ngram,rank,freq,cumshare
selecting,5494,3440484,0.705
retail,5495,3440356,0.705
pit,5496,3440262,0.705
reject,5497,3440214,0.705
collar,5498,3440030,0.705
administrator,5499,3439839,0.705
seventy,5500,3438306,0.705
counting,5501,3436152,0.705
weird,5502,3436045,0.705
similarity,5503,3434757,0.705
majesty,5504,3434070,0.705
urged,5505,3433360,0.705
envelope,5506,3433245,0.705
occupational,5507,3431717,0.705
screaming,5508,3431686,0.705
ugly,5509,3431659,0.705
certainty,5510,3430917,0.705
hormone,5511,3430479,0.705
obliged,5512,3430376,0.705
jersey,5513,3430045,0.705
depicted,5514,3428028,0.705
ranks,5515,3427352,0.705
wiped,5516,3426480,0.705
angles,5517,3426387,0.705
genius,5518,3426313,0.705
traveled,5519,3425094,0.705
spots,5520,3424784,0.705
commissioner,5521,3424740,0.705
scarcely,5522,3424432,0.705
bid,5523,3424432,0.705
sliding,5524,3423022,0.705
paintings,5525,3422783,0.705
organizing,5526,3422572,0.705
og,5527,3421553,0.705
passengers,5528,3421302,0.705
comply,5529,3420684,0.705
tech,5530,3419098,0.705
priorities,5531,3416301,0.705
clinic,5532,3415838,0.705
rape,5533,3415278,0.705
filing,5534,3414405,0.705
celebrated,5535,3413560,0.705
blew,5536,3413122,0.705
expressing,5537,3412848,0.705
memorial,5538,3412683,0.705
gut,5539,3412397,0.705
labeled,5540,3411925,0.705
humor,5541,3409389,0.705
shots,5542,3407993,0.705
beans,5543,3407976,0.705
distributions,5544,3406935,0.705
restored,5545,3405548,0.705
outstanding,5546,3405236,0.705
victor,5547,3404486,0.706
urine,5548,3403085,0.706
liberation,5549,3402549,0.706
rifle,5550,3402169,0.706
politically,5551,3400851,0.706
routes,5552,3398088,0.706
plaintiff,5553,3397734,0.706
declined,5554,3395206,0.706
sheriff,5555,3394606,0.706
forcing,5556,3393093,0.706
impulse,5557,3392710,0.706
chapel,5558,3392667,0.706
nucleus,5559,3390213,0.706
abdominal,5560,3390174,0.706
disappear,5561,3389527,0.706
pine,5562,3389254,0.706
complaints,5563,3387967,0.706
crowded,5564,3386376,0.706
dull,5565,3386087,0.706
historian,5566,3384750,0.706
induction,5567,3383704,0.706
opera,5568,3383703,0.706
remark,5569,3383400,0.706
frequencies,5570,3383372,0.706
municipal,5571,3383079,0.706
legitimacy,5572,3382337,0.706
rod,5573,3381960,0.706
lifting,5574,3381348,0.706
sits,5575,3380948,0.706
scan,5576,3378701,0.706
districts,5577,3378055,0.706
equipped,5578,3377839,0.706
reinforced,5579,3373973,0.706
disposal,5580,3372286,0.706
machinery,5581,3371343,0.706
pension,5582,3370794,0.706
oxide,5583,3369028,0.706
constituted,5584,3368474,0.706
thereof,5585,3368100,0.706
las,5586,3367914,0.706
rays,5587,3366928,0.706
nationalism,5588,3365212,0.706
limitation,5589,3364714,0.706
formerly,5590,3363318,0.706
elbow,5591,3362865,0.706
engines,5592,3359496,0.706
deposit,5593,3359391,0.706
oak,5594,3357823,0.706
suite,5595,3357683,0.706
minimize,5596,3356969,0.706
directive,5597,3351509,0.706
inheritance,5598,3350254,0.706
trick,5599,3350169,0.706
drives,5600,3349985,0.706
participating,5601,3349821,0.706
failures,5602,3348795,0.706
supper,5603,3348231,0.706
patch,5604,3347840,0.706
refugees,5605,3347310,0.706
incentives,5606,3347076,0.706
statutory,5607,3346266,0.706
attraction,5608,3346172,0.706
sunlight,5609,3345953,0.706
ash,5610,3344709,0.706
tag,5611,3344131,0.706
proceeded,5612,3342543,0.706
dropping,5613,3342047,0.706
shear,5614,3341450,0.706
consisted,5615,3341030,0.706
stern,5616,3340530,0.706
suspended,5617,3339502,0.706
clerk,5618,3334098,0.706
das,5619,3333947,0.706
grows,5620,3333874,0.706
globe,5621,3332695,0.706
um,5622,3331671,0.706
merchant,5623,3331312,0.706
visitor,5624,3330896,0.706
southeast,5625,3330162,0.706
scheduled,5626,3329059,0.707
stressed,5627,3328704,0.707
teaspoon,5628,3327464,0.707
iv,5629,3326980,0.707
firing,5630,3325373,0.707
viewing,5631,3323390,0.707
overseas,5632,3320602,0.707
drank,5633,3320246,0.707
renaissance,5634,3318502,0.707
overwhelming,5635,3318392,0.707
inability,5636,3317530,0.707
lightning,5637,3317009,0.707
monster,5638,3315046,0.707
denial,5639,3314027,0.707
spontaneous,5640,3313412,0.707
prolonged,5641,3311817,0.707
altar,5642,3311707,0.707
consultation,5643,3311541,0.707
pursued,5644,3310501,0.707
brow,5645,3309476,0.707
ignorance,5646,3308868,0.707
mistress,5647,3308604,0.707
fist,5648,3306664,0.707
beds,5649,3306599,0.707
interactive,5650,3304242,0.707
cats,5651,3304056,0.707
histories,5652,3303840,0.707
piano,5653,3302720,0.707
es,5654,3302475,0.707
controversy,5655,3302380,0.707
hostile,5656,3301620,0.707
fled,5657,3301505,0.707
behave,5658,3299968,0.707
destiny,5659,3299290,0.707
counts,5660,3296419,0.707
harvest,5661,3295667,0.707
shining,5662,3295482,0.707
religions,5663,3291941,0.707
consist,5664,3291632,0.707
oldest,5665,3288405,0.707
scream,5666,3288114,0.707
ticket,5667,3287530,0.707
fortunately,5668,3287170,0.707
ml,5669,3286450,0.707
breeze,5670,3286281,0.707
enzymes,5671,3284967,0.707
quit,5672,3284872,0.707
extends,5673,3284017,0.707
hire,5674,3283966,0.707
wilderness,5675,3282806,0.707
succession,5676,3282043,0.707
parked,5677,3281347,0.707
strengthen,5678,3280980,0.707
tropical,5679,3279257,0.707
libraries,5680,3279005,0.707
geographic,5681,3277744,0.707
strangers,5682,3276913,0.707
planted,5683,3275915,0.707
underneath,5684,3275766,0.707
ca,5685,3275658,0.707
skull,5686,3274861,0.707
sofa,5687,3274544,0.707
solved,5688,3274230,0.707
processed,5689,3273493,0.707
baseline,5690,3271387,0.707
claiming,5691,3271010,0.707
garlic,5692,3270659,0.707
railroad,5693,3269875,0.707
imply,5694,3269769,0.707
median,5695,3267837,0.707
demonstration,5696,3266291,0.707
performances,5697,3264833,0.707
disputes,5698,3264729,0.707
lasting,5699,3264039,0.707
poorly,5700,3263758,0.707
presently,5701,3263382,0.707
haven,5702,3261265,0.707
correction,5703,3260908,0.707
undoubtedly,5704,3260149,0.707
adolescent,5705,3260065,0.707
whereby,5706,3259843,0.707
synthetic,5707,3259241,0.708
utterly,5708,3257639,0.708
darling,5709,3257423,0.708
computational,5710,3256221,0.708
varieties,5711,3255070,0.708
subjected,5712,3253575,0.708
hollow,5713,3252352,0.708
cottage,5714,3251796,0.708
washing,5715,3251447,0.708
combinations,5716,3250813,0.708
cognition,5717,3249052,0.708
inspector,5718,3248967,0.708
vague,5719,3248527,0.708
searched,5720,3248499,0.708
thirteen,5721,3248005,0.708
gratitude,5722,3246774,0.708
petition,5723,3246276,0.708
lease,5724,3246087,0.708
remainder,5725,3245490,0.708
pat,5726,3244707,0.708
farming,5727,3244686,0.708
terrorist,5728,3244251,0.708
rev,5729,3242451,0.708
periodic,5730,3241232,0.708
spouse,5731,3240966,0.708
authentic,5732,3239200,0.708
observing,5733,3239002,0.708
continent,5734,3236336,0.708
proceeds,5735,3235821,0.708
treasure,5736,3234948,0.708
civic,5737,3234608,0.708
scholar,5738,3234509,0.708
barn,5739,3232668,0.708
butler,5740,3231975,0.708
progression,5741,3231753,0.708
surrender,5742,3231422,0.708
matched,5743,3231115,0.708
inflammation,5744,3230201,0.708
gradient,5745,3229527,0.708
revenues,5746,3229264,0.708
bride,5747,3227531,0.708
generalized,5748,3227292,0.708
streams,5749,3226549,0.708
clubs,5750,3223728,0.708
span,5751,3222951,0.708
fatal,5752,3222765,0.708
convert,5753,3220836,0.708
stance,5754,3220707,0.708
kindness,5755,3220678,0.708
develops,5756,3219653,0.708
anthropology,5757,3219429,0.708
flames,5758,3219110,0.708
parental,5759,3217977,0.708
receiver,5760,3217846,0.708
decent,5761,3217694,0.708
atom,5762,3216133,0.708
troubled,5763,3215271,0.708
territories,5764,3215240,0.708
pose,5765,3215102,0.708
installation,5766,3213794,0.708
enters,5767,3212670,0.708
specialist,5768,3211509,0.708
smiles,5769,3211213,0.708
respected,5770,3211199,0.708
retention,5771,3211176,0.708
locally,5772,3210895,0.708
cerebral,5773,3210218,0.708
arriving,5774,3209394,0.708
dramatically,5775,3209317,0.708
lemon,5776,3208357,0.708
deficit,5777,3208115,0.708
variability,5778,3207517,0.708
campaigns,5779,3206778,0.708
identifies,5780,3203703,0.708
salary,5781,3203222,0.708
shelf,5782,3203008,0.708
unnecessary,5783,3202964,0.708
flux,5784,3202910,0.708
highlights,5785,3202305,0.708
pretend,5786,3202175,0.708
com,5787,3201810,0.708
cope,5788,3199869,0.708
projected,5789,3199432,0.708
deciding,5790,3198886,0.709
incredible,5791,3198647,0.709
incidents,5792,3198527,0.709
probable,5793,3197712,0.709
wildlife,5794,3196962,0.709
formally,5795,3196160,0.709
caution,5796,3195830,0.709
territorial,5797,3194810,0.709
enabling,5798,3192541,0.709
inserted,5799,3192168,0.709
bullet,5800,3191873,0.709
downstairs,5801,3191359,0.709
clever,5802,3191298,0.709
hook,5803,3190230,0.709
sandy,5804,3189793,0.709
sustain,5805,3189749,0.709
retrieval,5806,3189414,0.709
glow,5807,3189164,0.709
applicant,5808,3189009,0.709
aggression,5809,3188813,0.709
appearing,5810,3188530,0.709
combining,5811,3188389,0.709
render,5812,3188385,0.709
assurance,5813,3188130,0.709
controversial,5814,3187903,0.709
frontier,5815,3186147,0.709
continuously,5816,3185897,0.709
miracle,5817,3185854,0.709
restaurants,5818,3185829,0.709
regards,5819,3183801,0.709
disk,5820,3183770,0.709
handled,5821,3182413,0.709
ignoring,5822,3182401,0.709
vulnerability,5823,3182241,0.709
inherited,5824,3179034,0.709
voters,5825,3177258,0.709
philosopher,5826,3176959,0.709
foolish,5827,3175684,0.709
ours,5828,3173667,0.709
useless,5829,3173526,0.709
beta,5830,3172809,0.709
instructed,5831,3170115,0.709
notable,5832,3169840,0.709
abundance,5833,3169813,0.709
climbing,5834,3169009,0.709
approximation,5835,3168207,0.709
horn,5836,3167804,0.709
conventions,5837,3167082,0.709
handful,5838,3166033,0.709
capitalist,5839,3164923,0.709
designer,5840,3164709,0.709
modify,5841,3162819,0.709
potatoes,5842,3160567,0.709
updated,5843,3158200,0.709
fusion,5844,3157787,0.709
sorrow,5845,3157532,0.709
inhibition,5846,3155281,0.709
markers,5847,3155245,0.709
curse,5848,3155204,0.709
commodity,5849,3154648,0.709
prospects,5850,3152985,0.709
harbor,5851,3152872,0.709
assembled,5852,3152768,0.709
phrases,5853,3152583,0.709
fuzzy,5854,3151529,0.709
seldom,5855,3150885,0.709
rooted,5856,3149067,0.709
habitat,5857,3148720,0.709
readings,5858,3148627,0.709
closure,5859,3148315,0.709
sank,5860,3147293,0.709
associates,5861,3146767,0.709
stake,5862,3146549,0.709
insert,5863,3145798,0.709
competent,5864,3145777,0.709
burns,5865,3145264,0.709
awkward,5866,3144736,0.709
winds,5867,3142074,0.709
warrior,5868,3141886,0.709
forgiveness,5869,3141388,0.709
sympathetic,5870,3140830,0.709
invite,5871,3140367,0.709
manufacturer,5872,3140173,0.709
provincial,5873,3139297,0.709
defensive,5874,3137108,0.710
signaling,5875,3136120,0.710
straightforward,5876,3135785,0.710
ranch,5877,3134519,0.710
fires,5878,3134323,0.710
heated,5879,3133296,0.710
certification,5880,3132703,0.710
intact,5881,3132344,0.710
relational,5882,3132313,0.710
allied,5883,3132311,0.710
basket,5884,3131703,0.710
startled,5885,3130749,0.710
au,5886,3130555,0.710
convergence,5887,3130281,0.710
stiff,5888,3129457,0.710
profiles,5889,3127629,0.710
catching,5890,3126207,0.710
beef,5891,3125980,0.710
fitness,5892,3125532,0.710
organize,5893,3124612,0.710
hug,5894,3124304,0.710
tons,5895,3123649,0.710
tribal,5896,3123631,0.710
delicious,5897,3122772,0.710
impose,5898,3121837,0.710
pin,5899,3120913,0.710
veterans,5900,3120539,0.710
autonomous,5901,3120176,0.710
modernity,5902,3120157,0.710
willingness,5903,3118213,0.710
assumes,5904,3118154,0.710
compact,5905,3116535,0.710
gasped,5906,3115212,0.710
brushed,5907,3114907,0.710
proceeding,5908,3114852,0.710
planes,5909,3114109,0.710
saints,5910,3113575,0.710
trembling,5911,3112189,0.710
racing,5912,3108995,0.710
revenge,5913,3108660,0.710
supportive,5914,3108220,0.710
projection,5915,3107857,0.710
baking,5916,3107849,0.710
recognizing,5917,3107708,0.710
parks,5918,3106787,0.710
explosion,5919,3106592,0.710
longitudinal,5920,3105700,0.710
flashed,5921,3105615,0.710
designing,5922,3103332,0.710
racism,5923,3101639,0.710
permits,5924,3101189,0.710
bodily,5925,3100307,0.710
breeding,5926,3098993,0.710
apparatus,5927,3098786,0.710
fierce,5928,3098272,0.710
funded,5929,3098058,0.710
snake,5930,3097632,0.710
neglect,5931,3097032,0.710
tel,5932,3096100,0.710
highlighted,5933,3095353,0.710
premises,5934,3095279,0.710
impairment,5935,3095243,0.710
infantry,5936,3095242,0.710
ruler,5937,3093948,0.710
kissing,5938,3092822,0.710
doses,5939,3091871,0.710
mankind,5940,3091008,0.710
struggles,5941,3090324,0.710
pastor,5942,3089698,0.710
transnational,5943,3089660,0.710
fitted,5944,3087724,0.710
architectural,5945,3087356,0.710
triumph,5946,3085016,0.710
elastic,5947,3084992,0.710
lamb,5948,3084590,0.710
bulletin,5949,3083003,0.710
entries,5950,3082915,0.710
arrange,5951,3082820,0.710
locate,5952,3082708,0.710
volunteers,5953,3079391,0.710
socio,5954,3076714,0.710
dialog,5955,3075802,0.710
defeated,5956,3074921,0.710
donor,5957,3074876,0.710
aloud,5958,3074873,0.710
rebellion,5959,3074556,0.711
severely,5960,3072896,0.711
chuckled,5961,3071906,0.711
traumatic,5962,3070350,0.711
coding,5963,3070258,0.711
stack,5964,3069777,0.711
regimes,5965,3068659,0.711
ranges,5966,3068402,0.711
bend,5967,3067823,0.711
defect,5968,3066615,0.711
echo,5969,3066395,0.711
buyer,5970,3064693,0.711
clarity,5971,3064477,0.711
linking,5972,3063990,0.711
federation,5973,3063888,0.711
exploitation,5974,3063873,0.711
liable,5975,3062358,0.711
esteem,5976,3062216,0.711
springs,5977,3062215,0.711
sheer,5978,3060889,0.711
disposition,5979,3060647,0.711
prayed,5980,3060277,0.711
veins,5981,3060026,0.711
manufacturers,5982,3058789,0.711
jet,5983,3058361,0.711
cardiovascular,5984,3058261,0.711
ancestors,5985,3058153,0.711
offensive,5986,3057839,0.711
eyebrows,5987,3057446,0.711
contributing,5988,3056844,0.711
tactics,5989,3056830,0.711
migrants,5990,3056780,0.711
oxidation,5991,3056453,0.711
urgent,5992,3055976,0.711
recommendation,5993,3055878,0.711
philosophers,5994,3054668,0.711
traces,5995,3053942,0.711
framed,5996,3053390,0.711
constraint,5997,3052680,0.711
triangle,5998,3052282,0.711
kit,5999,3049844,0.711
stresses,6000,3049788,0.711
camps,6001,3049782,0.711
imagery,6002,3049721,0.711
enlightenment,6003,3049504,0.711
ridiculous,6004,3048223,0.711
pp,6005,3047840,0.711
vitro,6006,3047731,0.711
continental,6007,3047052,0.711
journals,6008,3046195,0.711
ceased,6009,3045704,0.711
juvenile,6010,3043345,0.711
adapt,6011,3042965,0.711
hatred,6012,3042513,0.711
checks,6013,3042362,0.711
dis,6014,3038082,0.711
corpus,6015,3037251,0.711
desperately,6016,3036674,0.711
gaps,6017,3036355,0.711
maturity,6018,3035912,0.711
pockets,6019,3035371,0.711
judged,6020,3035085,0.711
vacuum,6021,3034754,0.711
pet,6022,3034168,0.711
uh,6023,3033844,0.711
hypertension,6024,3033768,0.711
reproductive,6025,3032931,0.711
controller,6026,3030720,0.711
scattering,6027,3030466,0.711
swear,6028,3030421,0.711
nonlinear,6029,3030168,0.711
discretion,6030,3029225,0.711
tourist,6031,3027389,0.711
electoral,6032,3027296,0.711
openly,6033,3027171,0.711
swift,6034,3027161,0.711
ratios,6035,3026181,0.711
specification,6036,3025595,0.711
vain,6037,3025368,0.711
vegetable,6038,3024249,0.711
bacon,6039,3023926,0.711
decay,6040,3023594,0.711
sang,6041,3023516,0.711
layout,6042,3023044,0.711
tide,6043,3022832,0.711
ref,6044,3022183,0.711
murdered,6045,3021654,0.711
bike,6046,3021619,0.711
relaxation,6047,3020886,0.712
minded,6048,3020656,0.712
recipe,6049,3019033,0.712
salad,6050,3018947,0.712
toxicity,6051,3017846,0.712
loudly,6052,3015783,0.712
feminine,6053,3015196,0.712
tucked,6054,3015161,0.712
obesity,6055,3014998,0.712
regiment,6056,3012475,0.712
weighted,6057,3011881,0.712
disappointment,6058,3011542,0.712
sensors,6059,3010126,0.712
rises,6060,3009451,0.712
legend,6061,3009258,0.712
casual,6062,3008127,0.712
moisture,6063,3007298,0.712
fame,6064,3007274,0.712
beaten,6065,3007221,0.712
happily,6066,3006439,0.712
mentally,6067,3003231,0.712
colleges,6068,3002952,0.712
seventeenth,6069,3002891,0.712
rob,6070,3002863,0.712
diplomatic,6071,3002224,0.712
advocate,6072,3001806,0.712
dietary,6073,3001772,0.712
fits,6074,2999814,0.712
tremendous,6075,2999556,0.712
inn,6076,2998705,0.712
assure,6077,2998623,0.712
labels,6078,2997999,0.712
awarded,6079,2997171,0.712
distances,6080,2997103,0.712
disabled,6081,2996462,0.712
broadcast,6082,2996023,0.712
expedition,6083,2995433,0.712
dysfunction,6084,2993980,0.712
behold,6085,2990309,0.712
prey,6086,2989683,0.712
halfway,6087,2989350,0.712
anonymous,6088,2988718,0.712
luxury,6089,2987935,0.712
infectious,6090,2985935,0.712
upright,6091,2985192,0.712
disciplines,6092,2983913,0.712
complained,6093,2983746,0.712
sketch,6094,2982649,0.712
intentionally,6095,2979768,0.712
imports,6096,2979075,0.712
drain,6097,2976559,0.712
weights,6098,2976312,0.712
exhibition,6099,2974167,0.712
shouting,6100,2974108,0.712
interpersonal,6101,2971713,0.712
owing,6102,2971463,0.712
fatty,6103,2971407,0.712
insufficient,6104,2971252,0.712
stocks,6105,2971139,0.712
unhappy,6106,2968439,0.712
descent,6107,2965556,0.712
transparent,6108,2964672,0.712
intend,6109,2964659,0.712
sensing,6110,2964430,0.712
lo,6111,2964313,0.712
governed,6112,2964303,0.712
limbs,6113,2959796,0.712
analyzing,6114,2959754,0.712
stimuli,6115,2958938,0.712
steep,6116,2957846,0.712
obey,6117,2957501,0.712
reprinted,6118,2956810,0.712
posed,6119,2955966,0.712
regulate,6120,2955763,0.712
gazed,6121,2955068,0.712
navigation,6122,2955006,0.712
acres,6123,2953878,0.712
deer,6124,2952025,0.712
rounded,6125,2949561,0.712
stepping,6126,2949396,0.712
mutations,6127,2948697,0.712
negro,6128,2948270,0.712
laying,6129,2947695,0.712
noon,6130,2947625,0.712
depths,6131,2947134,0.712
recipient,6132,2945247,0.712
scanning,6133,2945007,0.712
commented,6134,2943296,0.712
est,6135,2942060,0.712
embodied,6136,2942047,0.713
maid,6137,2941436,0.713
coupling,6138,2940896,0.713
immigrant,6139,2939073,0.713
lectures,6140,2938999,0.713
glorious,6141,2938788,0.713
blinked,6142,2938703,0.713
gaining,6143,2938573,0.713
supporters,6144,2938509,0.713
im,6145,2937773,0.713
singer,6146,2937185,0.713
thereafter,6147,2937057,0.713
bowed,6148,2936960,0.713
coordinates,6149,2936952,0.713
doubts,6150,2936333,0.713
convey,6151,2935417,0.713
trips,6152,2934596,0.713
abruptly,6153,2934106,0.713
dug,6154,2933201,0.713
leisure,6155,2933158,0.713
albeit,6156,2930850,0.713
bilateral,6157,2930675,0.713
deposition,6158,2929200,0.713
neglected,6159,2928047,0.713
compete,6160,2927920,0.713
scientist,6161,2927180,0.713
marker,6162,2925938,0.713
centres,6163,2925402,0.713
grounded,6164,2925390,0.713
disturbed,6165,2925235,0.713
motives,6166,2924311,0.713
doc,6167,2924204,0.713
suspicious,6168,2923884,0.713
tanks,6169,2923618,0.713
races,6170,2923533,0.713
ruin,6171,2922070,0.713
demon,6172,2921983,0.713
creator,6173,2921177,0.713
derivatives,6174,2918954,0.713
invented,6175,2917217,0.713
comparisons,6176,2917165,0.713
discourses,6177,2915918,0.713
robin,6178,2915785,0.713
warrant,6179,2914508,0.713
chap,6180,2913867,0.713
bottles,6181,2913248,0.713
merchants,6182,2912153,0.713
tin,6183,2911990,0.713
shaft,6184,2911583,0.713
viral,6185,2911179,0.713
activists,6186,2910747,0.713
ne,6187,2910358,0.713
negotiation,6188,2909970,0.713
parliamentary,6189,2908843,0.713
incorporate,6190,2908371,0.713
shareholders,6191,2907282,0.713
wheels,6192,2907001,0.713
greeted,6193,2906631,0.713
embarrassed,6194,2906386,0.713
induce,6195,2905308,0.713
validation,6196,2905121,0.713
surgeon,6197,2903223,0.713
officially,6198,2902952,0.713
legally,6199,2900657,0.713
accommodate,6200,2900117,0.713
strains,6201,2900106,0.713
strikes,6202,2896314,0.713
committees,6203,2896122,0.713
specimens,6204,2895137,0.713
tray,6205,2894632,0.713
illusion,6206,2894172,0.713
immense,6207,2893954,0.713
honestly,6208,2892938,0.713
respects,6209,2891786,0.713
texture,6210,2891395,0.713
termination,6211,2890391,0.713
heavens,6212,2889930,0.713
damned,6213,2887547,0.713
warriors,6214,2886332,0.713
chambers,6215,2885577,0.713
provinces,6216,2885278,0.713
guides,6217,2885227,0.713
correspond,6218,2883829,0.713
stretching,6219,2883706,0.713
ordering,6220,2882564,0.713
conditional,6221,2882479,0.713
elegant,6222,2882256,0.713
renewed,6223,2881771,0.713
realities,6224,2880255,0.713
lasted,6225,2879568,0.713
imaginary,6226,2879514,0.713
garage,6227,2879063,0.713
obstacles,6228,2877743,0.714
elevation,6229,2877472,0.714
specimen,6230,2877297,0.714
owe,6231,2876915,0.714
perfection,6232,2876753,0.714
farms,6233,2875826,0.714
randomized,6234,2875176,0.714
reactive,6235,2873001,0.714
conjunction,6236,2872210,0.714
incomplete,6237,2871255,0.714
contractor,6238,2871237,0.714
eighth,6239,2870788,0.714
ya,6240,2870669,0.714
revision,6241,2870260,0.714
saddle,6242,2870246,0.714
proportional,6243,2868822,0.714
posts,6244,2868486,0.714
cal,6245,2867343,0.714
cavity,6246,2867149,0.714
pie,6247,2866672,0.714
metropolitan,6248,2866357,0.714
skirt,6249,2865958,0.714
coronary,6250,2865394,0.714
believers,6251,2863515,0.714
celebration,6252,2863027,0.714
protocols,6253,2861543,0.714
hood,6254,2860920,0.714
votes,6255,2860506,0.714
vectors,6256,2860477,0.714
thorough,6257,2860454,0.714
blocked,6258,2858760,0.714
proliferation,6259,2857600,0.714
magical,6260,2857494,0.714
depressed,6261,2855670,0.714
utilized,6262,2854811,0.714
rocky,6263,2854712,0.714
prejudice,6264,2854061,0.714
summit,6265,2853318,0.714
joints,6266,2852376,0.714
sensible,6267,2851645,0.714
statue,6268,2851612,0.714
charming,6269,2851402,0.714
restriction,6270,2851389,0.714
thighs,6271,2850054,0.714
widow,6272,2850027,0.714
deadly,6273,2849844,0.714
heal,6274,2849500,0.714
amplitude,6275,2849274,0.714
template,6276,2849088,0.714
tensions,6277,2849082,0.714
heavenly,6278,2848978,0.714
popularity,6279,2847802,0.714
tune,6280,2846245,0.714
collapsed,6281,2845283,0.714
magazines,6282,2844531,0.714
carcinoma,6283,2843856,0.714
purse,6284,2842643,0.714
fetal,6285,2841679,0.714
ladder,6286,2840241,0.714
derive,6287,2839899,0.714
miserable,6288,2838121,0.714
noun,6289,2836072,0.714
bending,6290,2835195,0.714
orthodox,6291,2834036,0.714
proximity,6292,2833801,0.714
reluctant,6293,2833688,0.714
crushed,6294,2832378,0.714
prosperity,6295,2831598,0.714
breathed,6296,2831277,0.714
anatomy,6297,2828910,0.714
declare,6298,2828146,0.714
accommodation,6299,2827089,0.714
prosecution,6300,2827031,0.714
shaping,6301,2826868,0.714
energies,6302,2826675,0.714
verses,6303,2826296,0.714
friction,6304,2825264,0.714
invested,6305,2824929,0.714
hans,6306,2824883,0.714
marble,6307,2824832,0.714
traced,6308,2824762,0.714
spray,6309,2822599,0.714
visions,6310,2821984,0.714
papa,6311,2821677,0.714
dim,6312,2821513,0.714
transfers,6313,2821479,0.714
pricing,6314,2820973,0.714
spun,6315,2820531,0.714
instrumental,6316,2820016,0.714
arbitration,6317,2817627,0.714
shipping,6318,2816476,0.714
sadness,6319,2815834,0.714
missions,6320,2815733,0.714
alignment,6321,2814867,0.715
celebrate,6322,2814313,0.715
suspension,6323,2814046,0.715
fur,6324,2813241,0.715
exchanged,6325,2812803,0.715
discusses,6326,2811468,0.715
dig,6327,2810999,0.715
arc,6328,2810571,0.715
coping,6329,2810260,0.715
loyal,6330,2810174,0.715
temper,6331,2809877,0.715
merit,6332,2809752,0.715
casting,6333,2809592,0.715
organism,6334,2808427,0.715
feast,6335,2808280,0.715
damp,6336,2807211,0.715
objection,6337,2806829,0.715
breakdown,6338,2806433,0.715
loads,6339,2805871,0.715
encounters,6340,2805392,0.715
arrows,6341,2804288,0.715
biography,6342,2803881,0.715
descriptive,6343,2803624,0.715
slammed,6344,2802924,0.715
cage,6345,2802068,0.715
stating,6346,2801414,0.715
bin,6347,2799799,0.715
appreciated,6348,2799738,0.715
asserted,6349,2799343,0.715
termed,6350,2796837,0.715
deliberate,6351,2796656,0.715
graphic,6352,2796409,0.715
lords,6353,2796192,0.715
exceptional,6354,2796047,0.715
delighted,6355,2795361,0.715
coherent,6356,2794871,0.715
sue,6357,2794656,0.715
portions,6358,2793221,0.715
beard,6359,2791995,0.715
volunteer,6360,2791139,0.715
instability,6361,2789892,0.715
resurrection,6362,2789614,0.715
realizing,6363,2788951,0.715
genome,6364,2787326,0.715
operates,6365,2786398,0.715
pearl,6366,2783852,0.715
magnificent,6367,2783523,0.715
steadily,6368,2783509,0.715
cliff,6369,2782055,0.715
transparency,6370,2781738,0.715
tion,6371,2781097,0.715
cargo,6372,2780432,0.715
smallest,6373,2779280,0.715
headache,6374,2778452,0.715
penny,6375,2778129,0.715
hopefully,6376,2778032,0.715
armies,6377,2777932,0.715
publish,6378,2777696,0.715
advisory,6379,2777581,0.715
lakes,6380,2777205,0.715
encouragement,6381,2776893,0.715
ethnicity,6382,2775366,0.715
abandon,6383,2773121,0.715
oneself,6384,2773102,0.715
prompted,6385,2773099,0.715
impaired,6386,2772831,0.715
spectral,6387,2772807,0.715
relied,6388,2772788,0.715
guaranteed,6389,2772731,0.715
guessed,6390,2772290,0.715
favourite,6391,2769615,0.715
grades,6392,2769040,0.715
downward,6393,2768546,0.715
maker,6394,2767306,0.715
echoed,6395,2767168,0.715
hazard,6396,2766932,0.715
founder,6397,2766255,0.715
twins,6398,2765383,0.715
probe,6399,2764770,0.715
compute,6400,2763774,0.715
decreasing,6401,2763770,0.715
destructive,6402,2763260,0.715
transitions,6403,2762307,0.715
vegetation,6404,2761626,0.715
afterward,6405,2759868,0.715
humble,6406,2759841,0.715
elevator,6407,2759524,0.715
mistaken,6408,2758658,0.715
bind,6409,2758422,0.715
junction,6410,2757780,0.715
surviving,6411,2755710,0.715
cow,6412,2755035,0.715
ashamed,6413,2754278,0.715
chip,6414,2752991,0.715
simplicity,6415,2752775,0.715
corrected,6416,2752211,0.715
glimpse,6417,2750351,0.716
meters,6418,2749365,0.716
favorable,6419,2749096,0.716
ofa,6420,2748868,0.716
pig,6421,2748076,0.716
concert,6422,2747975,0.716
steal,6423,2747704,0.716
porter,6424,2747122,0.716
posted,6425,2745089,0.716
similarities,6426,2745038,0.716
abundant,6427,2744881,0.716
vanished,6428,2744778,0.716
analogy,6429,2743749,0.716
liabilities,6430,2743601,0.716
correlated,6431,2743149,0.716
survivors,6432,2742150,0.716
soils,6433,2741802,0.716
boyfriend,6434,2741436,0.716
virtues,6435,2740810,0.716
focal,6436,2740148,0.716
mandatory,6437,2739392,0.716
goddess,6438,2739170,0.716
rituals,6439,2739026,0.716
mills,6440,2738783,0.716
