ngram,rank,freq,cumshare
vote,2890,7909555,0.654
happening,2891,7906037,0.654
producing,2892,7897651,0.654
essentially,2893,7896309,0.654
decline,2894,7890730,0.654
fairly,2895,7890659,0.655
moves,2896,7889716,0.655
smart,2897,7886849,0.655
victims,2898,7884657,0.655
wedding,2899,7880970,0.655
nursing,2900,7876910,0.655
mix,2901,7874223,0.655
preferred,2902,7866574,0.655
multi,2903,7863637,0.655
voices,2904,7863229,0.655
meal,2905,7860692,0.655
destruction,2906,7853844,0.655
occasion,2907,7838710,0.655
sighed,2908,7831218,0.655
coat,2909,7829676,0.655
tip,2910,7825059,0.655
violent,2911,7823407,0.655
effectiveness,2912,7821492,0.655
stick,2913,7818206,0.655
axis,2914,7818160,0.655
populations,2915,7817430,0.655
gradually,2916,7814396,0.655
skill,2917,7813557,0.655
applicable,2918,7804166,0.655
adequate,2919,7796294,0.655
kid,2920,7794877,0.655
hypothesis,2921,7794690,0.655
accident,2922,7791843,0.655
deeper,2923,7784559,0.655
grounds,2924,7778007,0.655
faster,2925,7772759,0.655
truck,2926,7762915,0.655
entity,2927,7761944,0.655
partial,2928,7760146,0.655
migration,2929,7758991,0.655
spectrum,2930,7756116,0.656
player,2931,7755487,0.656
dust,2932,7754062,0.656
instruction,2933,7753222,0.656
gods,2934,7751792,0.656
chamber,2935,7750957,0.656
opposed,2936,7748659,0.656
slave,2937,7747111,0.656
flying,2938,7747032,0.656
peak,2939,7745524,0.656
assess,2940,7743725,0.656
hey,2941,7743335,0.656
regulatory,2942,7737750,0.656
emerging,2943,7731227,0.656
schedule,2944,7729174,0.656
settlement,2945,7727112,0.656
begun,2946,7723960,0.656
totally,2947,7720892,0.656
interface,2948,7716167,0.656
strike,2949,7712545,0.656
wake,2950,7709387,0.656
messages,2951,7708896,0.656
electron,2952,7706592,0.656
incident,2953,7706452,0.656
hat,2954,7702735,0.656
quarter,2955,7702649,0.656
trained,2956,7702375,0.656
throw,2957,7701460,0.656
dimension,2958,7700480,0.656
smiling,2959,7700152,0.656
duties,2960,7698582,0.656
trail,2961,7694887,0.656
movie,2962,7693482,0.656
restaurant,2963,7692110,0.656
falls,2964,7690458,0.657
contributions,2965,7689573,0.657
friendly,2966,7685275,0.657
warning,2967,7680977,0.657
admit,2968,7679223,0.657
steady,2969,7679028,0.657
enforcement,2970,7678337,0.657
mood,2971,7677386,0.657
reveal,2972,7676084,0.657
liver,2973,7671148,0.657
pulling,2974,7663609,0.657
greatly,2975,7662272,0.657
stronger,2976,7658029,0.657
enable,2977,7655842,0.657
anywhere,2978,7653544,0.657
viewed,2979,7649765,0.657
admitted,2980,7642347,0.657
transportation,2981,7641512,0.657
classroom,2982,7640815,0.657
muscles,2983,7639141,0.657
abstract,2984,7635322,0.657
rational,2985,7632960,0.657
potentially,2986,7632555,0.657
platform,2987,7630830,0.657
passion,2988,7628273,0.657
errors,2989,7628075,0.657
fifth,2990,7625178,0.657
runs,2991,7624314,0.657
constructed,2992,7623692,0.657
sake,2993,7620423,0.657
finds,2994,7615687,0.657
atmosphere,2995,7610316,0.657
suffered,2996,7603308,0.657
synthesis,2997,7598678,0.657
split,2998,7597341,0.657
mistake,2999,7594615,0.658
storm,3000,7592363,0.658
constantly,3001,7590796,0.658
criticism,3002,7589983,0.658
discipline,3003,7586532,0.658
quantity,3004,7574945,0.658
waters,3005,7574054,0.658
everywhere,3006,7570013,0.658
determining,3007,7568750,0.658
approached,3008,7563649,0.658
massive,3009,7562911,0.658
confirmed,3010,7561916,0.658
favor,3011,7557388,0.658
rice,3012,7556745,0.658
doctrine,3013,7555968,0.658
generate,3014,7555485,0.658
brings,3015,7555434,0.658
composed,3016,7553133,0.658
modified,3017,7547661,0.658
magazine,3018,7545243,0.658
glance,3019,7538000,0.658
definitely,3020,7533158,0.658
protected,3021,7529179,0.658
fiction,3022,7527686,0.658
enterprise,3023,7526810,0.658
velocity,3024,7525925,0.658
cutting,3025,7520122,0.658
accordance,3026,7518008,0.658
constitutional,3027,7507223,0.658
shares,3028,7505531,0.658
diverse,3029,7502549,0.658
disappeared,3030,7500577,0.658
infrastructure,3031,7494327,0.658
satisfied,3032,7489856,0.658
proportion,3033,7489026,0.658
guidance,3034,7488671,0.659
shoes,3035,7487709,0.659
behaviors,3036,7486093,0.659
roots,3037,7485839,0.659
wound,3038,7471840,0.659
crazy,3039,7471619,0.659
newspaper,3040,7471317,0.659
blind,3041,7462515,0.659
governor,3042,7462220,0.659
approved,3043,7460316,0.659
namely,3044,7457488,0.659
reply,3045,7456730,0.659
thinks,3046,7449014,0.659
starts,3047,7447211,0.659
heavily,3048,7444678,0.659
string,3049,7443189,0.659
selling,3050,7440516,0.659
regardless,3051,7439321,0.659
strain,3052,7439118,0.659
taxes,3053,7435816,0.659
paused,3054,7435688,0.659
pride,3055,7434116,0.659
victory,3056,7430608,0.659
theme,3057,7428859,0.659
genes,3058,7423615,0.659
locked,3059,7419658,0.659
shit,3060,7418536,0.659
roll,3061,7416813,0.659
chose,3062,7412818,0.659
imaging,3063,7411042,0.659
academy,3064,7409635,0.659
stuck,3065,7409349,0.659
homes,3066,7399407,0.659
losing,3067,7392639,0.659
marks,3068,7387156,0.659
decade,3069,7385113,0.659
expensive,3070,7384112,0.660
intense,3071,7382308,0.660
occasionally,3072,7380300,0.660
pleased,3073,7379479,0.660
nearby,3074,7367444,0.660
sad,3075,7367139,0.660
limitations,3076,7362085,0.660
healing,3077,7361854,0.660
parliament,3078,7356362,0.660
accompanied,3079,7354298,0.660
raw,3080,7353759,0.660
exact,3081,7352399,0.660
roof,3082,7351136,0.660
server,3083,7350764,0.660
vertical,3084,7345498,0.660
beer,3085,7344341,0.660
influenced,3086,7334837,0.660
liability,3087,7334614,0.660
destroyed,3088,7333197,0.660
twentieth,3089,7331898,0.660
aircraft,3090,7328547,0.660
sleeping,3091,7326521,0.660
argues,3092,7322037,0.660
resulted,3093,7321184,0.660
fought,3094,7320604,0.660
competitive,3095,7320168,0.660
separated,3096,7310821,0.660
distant,3097,7310312,0.660
proud,3098,7308002,0.660
priest,3099,7306655,0.660
hoping,3100,7305028,0.660
depend,3101,7304790,0.660
yours,3102,7297979,0.660
minds,3103,7294638,0.660
everybody,3104,7292817,0.660
killing,3105,7288152,0.660
diet,3106,7285178,0.661
returning,3107,7280526,0.661
tied,3108,7264900,0.661
capture,3109,7259940,0.661
coverage,3110,7252837,0.661
hundreds,3111,7251385,0.661
vary,3112,7251340,0.661
hanging,3113,7250015,0.661
equity,3114,7242199,0.661
islands,3115,7239318,0.661
plenty,3116,7232941,0.661
mutual,3117,7229664,0.661
wooden,3118,7225392,0.661
glory,3119,7224864,0.661
electrical,3120,7224307,0.661
punishment,3121,7224288,0.661
musical,3122,7219856,0.661
continuing,3123,7216576,0.661
philosophical,3124,7210806,0.661
crew,3125,7210757,0.661
announced,3126,7205577,0.661
solve,3127,7203827,0.661
phrase,3128,7198103,0.661
marry,3129,7197968,0.661
isolated,3130,7193991,0.661
wrapped,3131,7191937,0.661
consumers,3132,7186186,0.661
rough,3133,7181682,0.661
operate,3134,7180354,0.661
compliance,3135,7179891,0.661
grey,3136,7174265,0.661
theatre,3137,7172127,0.661
bowl,3138,7163850,0.661
artist,3139,7163543,0.661
unusual,3140,7161138,0.661
partly,3141,7156880,0.661
printed,3142,7153656,0.661
accuracy,3143,7152800,0.662
loose,3144,7146952,0.662
facility,3145,7143694,0.662
vital,3146,7140144,0.662
complicated,3147,7138466,0.662
sustainable,3148,7133528,0.662
fate,3149,7131589,0.662
payments,3150,7128051,0.662
painting,3151,7126089,0.662
trends,3152,7123669,0.662
evaluate,3153,7120759,0.662
pregnancy,3154,7119094,0.662
laughing,3155,7118623,0.662
compensation,3156,7118153,0.662
orientation,3157,7116642,0.662
cream,3158,7113689,0.662
teams,3159,7109128,0.662
managing,3160,7105706,0.662
lessons,3161,7105566,0.662
letting,3162,7100493,0.662
temporary,3163,7092676,0.662
odd,3164,7090583,0.662
discrimination,3165,7081321,0.662
knife,3166,7071576,0.662
invited,3167,7069472,0.662
estimates,3168,7069415,0.662
virtual,3169,7067970,0.662
assumptions,3170,7063154,0.662
encouraged,3171,7058290,0.662
comparative,3172,7057403,0.662
shrugged,3173,7055853,0.662
transactions,3174,7055538,0.662
measurements,3175,7054552,0.662
delay,3176,7054137,0.662
consent,3177,7052314,0.662
virtue,3178,7052140,0.662
gained,3179,7051392,0.662
appointed,3180,7042358,0.662
honest,3181,7038044,0.663
wider,3182,7029518,0.663
parameter,3183,7026261,0.663
arrival,3184,7026235,0.663
sacred,3185,7024462,0.663
theology,3186,7023795,0.663
inch,3187,7017766,0.663
paying,3188,7008315,0.663
behavioral,3189,7002280,0.663
contracts,3190,6999521,0.663
approval,3191,6998555,0.663
duke,3192,6997146,0.663
observe,3193,6992848,0.663
favorite,3194,6987040,0.663
pray,3195,6982273,0.663
duration,3196,6977792,0.663
successfully,3197,6977616,0.663
tested,3198,6975810,0.663
dying,3199,6975627,0.663
plot,3200,6973508,0.663
interior,3201,6970808,0.663
shouted,3202,6970317,0.663
relating,3203,6970264,0.663
remote,3204,6969601,0.663
molecules,3205,6969080,0.663
bonds,3206,6963365,0.663
residents,3207,6960833,0.663
lands,3208,6958662,0.663
loan,3209,6957054,0.663
blocks,3210,6956776,0.663
anymore,3211,6946341,0.663
reputation,3212,6945115,0.663
businesses,3213,6944925,0.663
overcome,3214,6942439,0.663
demanded,3215,6941354,0.663
bearing,3216,6940992,0.663
lesson,3217,6940361,0.663
poem,3218,6938580,0.663
attempted,3219,6937610,0.664
convinced,3220,6935541,0.664
correlation,3221,6933995,0.664
translated,3222,6933325,0.664
defendant,3223,6932099,0.664
everyday,3224,6930504,0.664
colour,3225,6927247,0.664
pan,3226,6926483,0.664
slipped,3227,6923254,0.664
ownership,3228,6920123,0.664
faculty,3229,6918884,0.664
recording,3230,6914226,0.664
stored,3231,6911778,0.664
assistant,3232,6910991,0.664
min,3233,6906992,0.664
league,3234,6902903,0.664
signals,3235,6901359,0.664
frequent,3236,6896646,0.664
entitled,3237,6889326,0.664
duplicated,3238,6888967,0.664
publications,3239,6888943,0.664
vice,3240,6886723,0.664
responded,3241,6886565,0.664
bones,3242,6884957,0.664
clothing,3243,6881414,0.664
developments,3244,6879361,0.664
losses,3245,6877306,0.664
humanity,3246,6872634,0.664
acquisition,3247,6869204,0.664
possession,3248,6863630,0.664
uncertainty,3249,6859085,0.664
briefly,3250,6854633,0.664
encounter,3251,6848047,0.664
discover,3252,6847727,0.664
dialogue,3253,6847201,0.664
pro,3254,6844390,0.664
layers,3255,6843556,0.664
ultimate,3256,6842866,0.664
equilibrium,3257,6840880,0.664
voltage,3258,6840291,0.665
worship,3259,6836613,0.665
considerations,3260,6831705,0.665
simulation,3261,6830005,0.665
flows,3262,6828373,0.665
palace,3263,6823101,0.665
trials,3264,6822808,0.665
imagined,3265,6821784,0.665
instant,3266,6819418,0.665
cheek,3267,6818969,0.665
cards,3268,6817704,0.665
foods,3269,6812780,0.665
worker,3270,6807426,0.665
stupid,3271,6802157,0.665
confusion,3272,6802029,0.665
simultaneously,3273,6801610,0.665
bent,3274,6799370,0.665
indigenous,3275,6798387,0.665
participate,3276,6798203,0.665
acceptance,3277,6796697,0.665
minority,3278,6793425,0.665
oriented,3279,6791532,0.665
overview,3280,6789806,0.665
excited,3281,6784664,0.665
guilty,3282,6784353,0.665
cited,3283,6784117,0.665
dimensional,3284,6783333,0.665
tumor,3285,6775431,0.665
proposal,3286,6773184,0.665
burden,3287,6770864,0.665
sport,3288,6769227,0.665
possibilities,3289,6762205,0.665
branches,3290,6759723,0.665
defence,3291,6758837,0.665
imperial,3292,6758645,0.665
checked,3293,6758300,0.665
charges,3294,6755807,0.665
impression,3295,6754947,0.665
heading,3296,6754041,0.665
mad,3297,6751590,0.666
newly,3298,6747064,0.666
raising,3299,6746975,0.666
emperor,3300,6743883,0.666
trading,3301,6742190,0.666
amendment,3302,6741720,0.666
outer,3303,6740955,0.666
buried,3304,6737576,0.666
thermal,3305,6733983,0.666
conservative,3306,6731130,0.666
conversion,3307,6727827,0.666
visited,3308,6726240,0.666
supplies,3309,6723510,0.666
repeat,3310,6722459,0.666
tube,3311,6721555,0.666
industries,3312,6718718,0.666
owners,3313,6711206,0.666
asleep,3314,6708367,0.666
removal,3315,6707747,0.666
telephone,3316,6707185,0.666
ease,3317,6704163,0.666
excess,3318,6704072,0.666
explains,3319,6702340,0.666
marine,3320,6699905,0.666
gay,3321,6699100,0.666
protocol,3322,6690874,0.666
saint,3323,6675893,0.666
blow,3324,6673402,0.666
unity,3325,6672858,0.666
graph,3326,6671079,0.666
equality,3327,6670945,0.666
occupied,3328,6669884,0.666
advantages,3329,6660223,0.666
lots,3330,6658653,0.666
closing,3331,6654472,0.666
constraints,3332,6652734,0.666
monitor,3333,6650722,0.666
jumped,3334,6646460,0.666
prominent,3335,6646448,0.666
valid,3336,6644461,0.666
expenses,3337,6636347,0.667
applying,3338,6634816,0.667
retrieved,3339,6634388,0.667
orange,3340,6630844,0.667
suffer,3341,6627538,0.667
employer,3342,6625979,0.667
discussions,3343,6625563,0.667
farmers,3344,6624632,0.667
ongoing,3345,6621319,0.667
optimal,3346,6621263,0.667
gross,3347,6618752,0.667
wanting,3348,6618562,0.667
operator,3349,6618392,0.667
scores,3350,6617513,0.667
studying,3351,6617028,0.667
logical,3352,6615492,0.667
serves,3353,6614436,0.667
pink,3354,6611840,0.667
liberty,3355,6611452,0.667
arise,3356,6610882,0.667
conservation,3357,6609661,0.667
surrounded,3358,6609589,0.667
woods,3359,6608980,0.667
shaking,3360,6607892,0.667
compounds,3361,6604146,0.667
songs,3362,6597417,0.667
chicken,3363,6594937,0.667
castle,3364,6573474,0.667
sending,3365,6570106,0.667
fed,3366,6569512,0.667
survive,3367,6565967,0.667
attend,3368,6563025,0.667
trauma,3369,6561808,0.667
reserve,3370,6555412,0.667
traditions,3371,6555188,0.667
vessel,3372,6544482,0.667
conclusions,3373,6541739,0.667
creates,3374,6539783,0.667
solar,3375,6539183,0.667
vessels,3376,6538896,0.667
lucky,3377,6537888,0.668
appendix,3378,6536832,0.668
identifying,3379,6535831,0.668
bare,3380,6530674,0.668
deliver,3381,6530654,0.668
illustrated,3382,6525353,0.668
reminded,3383,6522308,0.668
eggs,3384,6520899,0.668
seed,3385,6517227,0.668
node,3386,6513820,0.668
partnership,3387,6511386,0.668
writes,3388,6509920,0.668
commander,3389,6505079,0.668
interventions,3390,6502485,0.668
tendency,3391,6502182,0.668
contexts,3392,6501807,0.668
yesterday,3393,6500667,0.668
arrangements,3394,6500235,0.668
applies,3395,6488200,0.668
lovely,3396,6485250,0.668
centers,3397,6484987,0.668
performing,3398,6481647,0.668
lit,3399,6481404,0.668
virus,3400,6479919,0.668
crown,3401,6473147,0.668
founded,3402,6470110,0.668
confused,3403,6466680,0.668
sensitivity,3404,6461853,0.668
priority,3405,6460907,0.668
rocks,3406,6459210,0.668
attorney,3407,6459155,0.668
particle,3408,6451005,0.668
fuck,3409,6450193,0.668
arranged,3410,6449627,0.668
reasoning,3411,6445974,0.668
ladies,3412,6445265,0.668
experts,3413,6442315,0.668
angel,3414,6441671,0.668
systematic,3415,6441073,0.668
soldier,3416,6436423,0.668
ignored,3417,6435307,0.668
improving,3418,6431731,0.669
softly,3419,6428856,0.669
instances,3420,6424864,0.669
analyses,3421,6424359,0.669
dan,3422,6422199,0.669
modeling,3423,6415060,0.669
gotten,3424,6409078,0.669
gospel,3425,6406702,0.669
differential,3426,6405014,0.669
norms,3427,6404652,0.669
decreased,3428,6403766,0.669
slaves,3429,6398477,0.669
routine,3430,6395103,0.669
listened,3431,6390999,0.669
mathematical,3432,6390647,0.669
ad,3433,6385798,0.669
quoted,3434,6384902,0.669
topics,3435,6382049,0.669
inspired,3436,6377362,0.669
beam,3437,6376643,0.669
surgical,3438,6374797,0.669
gentle,3439,6371106,0.669
necessity,3440,6370849,0.669
harder,3441,6369757,0.669
hearts,3442,6368680,0.669
array,3443,6358560,0.669
locations,3444,6356423,0.669
tower,3445,6355847,0.669
tour,3446,6355048,0.669
mile,3447,6351533,0.669
professionals,3448,6350321,0.669
format,3449,6348871,0.669
essay,3450,6345478,0.669
artists,3451,6344074,0.669
belong,3452,6340342,0.669
insisted,3453,6334305,0.669
entering,3454,6333434,0.669
asset,3455,6332047,0.669
trace,3456,6328192,0.669
interviews,3457,6323148,0.669
servant,3458,6318505,0.669
default,3459,6316243,0.669
advertising,3460,6313089,0.670
rank,3461,6312841,0.670
interval,3462,6312017,0.670
slight,3463,6311666,0.670
obligations,3464,6310280,0.670
wheel,3465,6309855,0.670
classic,3466,6309314,0.670
extend,3467,6308474,0.670
slid,3468,6308287,0.670
arrangement,3469,6307121,0.670
assist,3470,6304449,0.670
subsequently,3471,6303637,0.670
planet,3472,6301123,0.670
dramatic,3473,6300840,0.670
developmental,3474,6300487,0.670
repair,3475,6292760,0.670
maintaining,3476,6289442,0.670
identical,3477,6288880,0.670
temporal,3478,6286674,0.670
publisher,3479,6280976,0.670
desert,3480,6279556,0.670
loving,3481,6275751,0.670
speaker,3482,6272271,0.670
blame,3483,6267744,0.670
intent,3484,6264589,0.670
representatives,3485,6262363,0.670
luck,3486,6258407,0.670
burst,3487,6257665,0.670
naked,3488,6255886,0.670
crystal,3489,6254788,0.670
mathematics,3490,6254589,0.670
log,3491,6249515,0.670
churches,3492,6248441,0.670
produces,3493,6246846,0.670
loop,3494,6245318,0.670
implemented,3495,6243530,0.670
lift,3496,6243309,0.670
somebody,3497,6242053,0.670
enormous,3498,6239472,0.670
environments,3499,6231673,0.670
wing,3500,6227519,0.670
grain,3501,6225162,0.670
introduce,3502,6221749,0.671
kings,3503,6218449,0.671
registered,3504,6218117,0.671
bush,3505,6215327,0.671
motivation,3506,6214124,0.671
testament,3507,6210691,0.671
ending,3508,6204427,0.671
chin,3509,6204068,0.671
plasma,3510,6203666,0.671
inquiry,3511,6202240,0.671
implies,3512,6198312,0.671
spite,3513,6197125,0.671
recommendations,3514,6195196,0.671
physics,3515,6191792,0.671
configuration,3516,6189727,0.671
vehicles,3517,6189120,0.671
enemies,3518,6188762,0.671
enhanced,3519,6187627,0.671
captured,3520,6187137,0.671
wondering,3521,6187012,0.671
technological,3522,6185157,0.671
construct,3523,6184971,0.671
ass,3524,6182236,0.671
inches,3525,6178868,0.671
covering,3526,6178637,0.671
courage,3527,6178338,0.671
wire,3528,6177971,0.671
bureau,3529,6177327,0.671
curriculum,3530,6175814,0.671
mothers,3531,6170383,0.671
servants,3532,6164498,0.671
accordingly,3533,6162585,0.671
dozen,3534,6159162,0.671
shame,3535,6156725,0.671
expressions,3536,6156460,0.671
sisters,3537,6154342,0.671
crying,3538,6153395,0.671
curious,3539,6152137,0.671
aged,3540,6151377,0.671
acceptable,3541,6147704,0.671
devil,3542,6140843,0.671
pack,3543,6137655,0.671
stem,3544,6134419,0.671
coal,3545,6133697,0.672
tail,3546,6130029,0.672
destroy,3547,6129918,0.672
judicial,3548,6127288,0.672
prefer,3549,6125195,0.672
guns,3550,6122398,0.672
wars,3551,6122069,0.672
enhance,3552,6120929,0.672
award,3553,6115988,0.672
jurisdiction,3554,6115967,0.672
trend,3555,6115607,0.672
abandoned,3556,6113055,0.672
sacrifice,3557,6110758,0.672
disaster,3558,6110710,0.672
forming,3559,6109860,0.672
giant,3560,6109523,0.672
crimes,3561,6108595,0.672
channels,3562,6107492,0.672
friendship,3563,6105141,0.672
