ngram,freq,share,cumshare,rank
Aristote,467047,0.0,0.8397,4993
souvient,466758,0.0,0.8397,4994
barrière,466700,0.0,0.8397,4995
lumineux,466608,0.0,0.8397,4996
néant,466580,0.0,0.8397,4997
révision,466495,0.0,0.8398,4998
fermés,466478,0.0,0.8398,4999
prétendre,466222,0.0,0.8398,5000
marié,465980,0.0,0.8398,5001
pacte,465513,0.0,0.8398,5002
définie,465477,0.0,0.8398,5003
pourcentage,465412,0.0,0.8398,5004
incertitude,465082,0.0,0.8399,5005
régionale,465031,0.0,0.8399,5006
entité,464950,0.0,0.8399,5007
sorties,464942,0.0,0.8399,5008
écarter,464918,0.0,0.8399,5009
évoluer,464351,0.0,0.8399,5010
poulet,464075,0.0,0.84,5011
aire,464047,0.0,0.84,5012
manœuvre,464009,0.0,0.84,5013
procurer,463913,0.0,0.84,5014
impossibilité,463789,0.0,0.84,5015
installés,463664,0.0,0.84,5016
poches,463569,0.0,0.8401,5017
farine,463485,0.0,0.8401,5018
animation,463357,0.0,0.8401,5019
battant,463310,0.0,0.8401,5020
minuscule,462961,0.0,0.8401,5021
architecte,462863,0.0,0.8401,5022
rideau,462817,0.0,0.8402,5023
parcourir,462735,0.0,0.8402,5024
lsg,462708,0.0,0.8402,5025
immeubles,462703,0.0,0.8402,5026
attendez,462665,0.0,0.8402,5027
représenté,462460,0.0,0.8402,5028
percevoir,462184,0.0,0.8403,5029
contenus,462133,0.0,0.8403,5030
monté,462078,0.0,0.8403,5031
retrouvent,461963,0.0,0.8403,5032
sépare,461941,0.0,0.8403,5033
italiens,461936,0.0,0.8403,5034
délégation,461927,0.0,0.8404,5035
osé,461892,0.0,0.8404,5036
constructions,461733,0.0,0.8404,5037
étendre,461399,0.0,0.8404,5038
paraissent,461318,0.0,0.8404,5039
poussant,461274,0.0,0.8404,5040
lourdes,461219,0.0,0.8404,5041
mobilisation,461099,0.0,0.8405,5042
réglementation,461096,0.0,0.8405,5043
standard,460977,0.0,0.8405,5044
secondaires,460711,0.0,0.8405,5045
nôtre,460711,0.0,0.8405,5046
savant,460534,0.0,0.8405,5047
pénible,460321,0.0,0.8406,5048
profite,460272,0.0,0.8406,5049
descend,460216,0.0,0.8406,5050
disparut,460036,0.0,0.8406,5051
correspondent,459808,0.0,0.8406,5052
dose,459784,0.0,0.8406,5053
trouvée,459657,0.0,0.8407,5054
représentait,459501,0.0,0.8407,5055
av,459304,0.0,0.8407,5056
député,459245,0.0,0.8407,5057
délit,459139,0.0,0.8407,5058
monarchie,459090,0.0,0.8407,5059
aidé,458990,0.0,0.8408,5060
librairie,458832,0.0,0.8408,5061
tenez,458680,0.0,0.8408,5062
sexuel,458587,0.0,0.8408,5063
étudié,458568,0.0,0.8408,5064
pourrions,458554,0.0,0.8408,5065
retira,458281,0.0,0.8408,5066
protégé,458262,0.0,0.8409,5067
poètes,457799,0.0,0.8409,5068
nucléaire,457704,0.0,0.8409,5069
portail,457663,0.0,0.8409,5070
ascenseur,457532,0.0,0.8409,5071
exemplaire,457415,0.0,0.8409,5072
traditionnels,457404,0.0,0.841,5073
serrer,457384,0.0,0.841,5074
initial,457292,0.0,0.841,5075
dangers,457217,0.0,0.841,5076
draps,457065,0.0,0.841,5077
servant,456937,0.0,0.841,5078
déchets,456786,0.0,0.8411,5079
fédération,456699,0.0,0.8411,5080
chantier,456621,0.0,0.8411,5081
constituée,456347,0.0,0.8411,5082
boue,456146,0.0,0.8411,5083
mines,455963,0.0,0.8411,5084
exceptionnel,455776,0.0,0.8411,5085
collines,455762,0.0,0.8412,5086
spectateurs,455614,0.0,0.8412,5087
aurons,455272,0.0,0.8412,5088
bijoux,455154,0.0,0.8412,5089
neutre,455150,0.0,0.8412,5090
bal,455008,0.0,0.8412,5091
drogue,454833,0.0,0.8413,5092
remarques,454825,0.0,0.8413,5093
crie,454470,0.0,0.8413,5094
laver,454386,0.0,0.8413,5095
disparaît,454341,0.0,0.8413,5096
fantôme,454145,0.0,0.8413,5097
crains,453976,0.0,0.8414,5098
originaire,453894,0.0,0.8414,5099
immenses,453693,0.0,0.8414,5100
appareils,453609,0.0,0.8414,5101
levée,453515,0.0,0.8414,5102
pacifique,453219,0.0,0.8414,5103
esclavage,453160,0.0,0.8415,5104
panneau,452830,0.0,0.8415,5105
essayait,452822,0.0,0.8415,5106
dramatique,452714,0.0,0.8415,5107
équipement,452680,0.0,0.8415,5108
prouve,452621,0.0,0.8415,5109
genou,452466,0.0,0.8415,5110
indien,452381,0.0,0.8416,5111
évidente,452238,0.0,0.8416,5112
shirt,452196,0.0,0.8416,5113
festival,452094,0.0,0.8416,5114
conclu,452031,0.0,0.8416,5115
placés,451730,0.0,0.8416,5116
disposent,451692,0.0,0.8417,5117
universités,451389,0.0,0.8417,5118
pilote,451346,0.0,0.8417,5119
stable,451328,0.0,0.8417,5120
alternative,451235,0.0,0.8417,5121
rochers,451133,0.0,0.8417,5122
reviens,450933,0.0,0.8417,5123
insertion,450872,0.0,0.8418,5124
terminée,450854,0.0,0.8418,5125
acceptation,450680,0.0,0.8418,5126
emporte,450645,0.0,0.8418,5127
scandale,450631,0.0,0.8418,5128
socio,450561,0.0,0.8418,5129
prévenu,450540,0.0,0.8419,5130
continuent,450446,0.0,0.8419,5131
incapacité,450416,0.0,0.8419,5132
grotte,450168,0.0,0.8419,5133
censé,450110,0.0,0.8419,5134
zéro,450063,0.0,0.8419,5135
rez,449915,0.0,0.842,5136
auriez,449898,0.0,0.842,5137
dommages,449792,0.0,0.842,5138
maigre,449754,0.0,0.842,5139
initiatives,449754,0.0,0.842,5140
noix,449613,0.0,0.842,5141
grise,449604,0.0,0.842,5142
préjudice,449513,0.0,0.8421,5143
appartements,449350,0.0,0.8421,5144
genres,449333,0.0,0.8421,5145
dise,449243,0.0,0.8421,5146
colonie,449174,0.0,0.8421,5147
conjoint,449156,0.0,0.8421,5148
commerciaux,449128,0.0,0.8422,5149
considérablement,448947,0.0,0.8422,5150
comble,448830,0.0,0.8422,5151
persuadé,448817,0.0,0.8422,5152
considérations,448668,0.0,0.8422,5153
coude,448530,0.0,0.8422,5154
ordinaires,448354,0.0,0.8423,5155
privilège,448208,0.0,0.8423,5156
ss,448038,0.0,0.8423,5157
inquiéter,448028,0.0,0.8423,5158
montait,447998,0.0,0.8423,5159
échappé,447908,0.0,0.8423,5160
bâton,447620,0.0,0.8423,5161
répondait,447526,0.0,0.8424,5162
mangé,447505,0.0,0.8424,5163
serons,447505,0.0,0.8424,5164
consacrer,447490,0.0,0.8424,5165
assurée,447488,0.0,0.8424,5166
opportunité,447462,0.0,0.8424,5167
étranges,447353,0.0,0.8425,5168
produisent,447281,0.0,0.8425,5169
hésita,447274,0.0,0.8425,5170
romantique,447153,0.0,0.8425,5171
indépendante,447029,0.0,0.8425,5172
symboles,446852,0.0,0.8425,5173
promesses,446493,0.0,0.8425,5174
bandes,446404,0.0,0.8426,5175
bol,446250,0.0,0.8426,5176
capitalisme,445747,0.0,0.8426,5177
achats,445619,0.0,0.8426,5178
consciente,445529,0.0,0.8426,5179
avocats,445465,0.0,0.8426,5180
mineurs,445446,0.0,0.8427,5181
éprouver,445406,0.0,0.8427,5182
poings,445166,0.0,0.8427,5183
rentré,445101,0.0,0.8427,5184
disque,444996,0.0,0.8427,5185
compétition,444926,0.0,0.8427,5186
occasions,444892,0.0,0.8427,5187
agisse,444846,0.0,0.8428,5188
latine,444833,0.0,0.8428,5189
tombait,444796,0.0,0.8428,5190
évolutions,444594,0.0,0.8428,5191
Provence,444417,0.0,0.8428,5192
industriels,444368,0.0,0.8428,5193
croyant,444138,0.0,0.8429,5194
délicate,443908,0.0,0.8429,5195
exécuter,443828,0.0,0.8429,5196
bouteilles,443779,0.0,0.8429,5197
infraction,443667,0.0,0.8429,5198
inscrire,443631,0.0,0.8429,5199
camarade,443503,0.0,0.843,5200
déroule,443498,0.0,0.843,5201
compliqué,443391,0.0,0.843,5202
orchestre,443331,0.0,0.843,5203
adolescence,443273,0.0,0.843,5204
poignet,443113,0.0,0.843,5205
variation,442793,0.0,0.843,5206
camping,442760,0.0,0.8431,5207
demandent,442561,0.0,0.8431,5208
dons,442474,0.0,0.8431,5209
désigné,442443,0.0,0.8431,5210
porteur,442342,0.0,0.8431,5211
spectateur,442303,0.0,0.8431,5212
croient,442294,0.0,0.8432,5213
assumer,442208,0.0,0.8432,5214
appartenait,442081,0.0,0.8432,5215
supra,442017,0.0,0.8432,5216
aperçoit,441932,0.0,0.8432,5217
insupportable,441855,0.0,0.8432,5218
considérant,441824,0.0,0.8432,5219
détente,441717,0.0,0.8433,5220
salade,441688,0.0,0.8433,5221
promouvoir,441678,0.0,0.8433,5222
concernés,441649,0.0,0.8433,5223
clin,441549,0.0,0.8433,5224
coton,441504,0.0,0.8433,5225
héritier,441367,0.0,0.8434,5226
bancaire,441318,0.0,0.8434,5227
applicable,441298,0.0,0.8434,5228
atlantique,441198,0.0,0.8434,5229
pût,441054,0.0,0.8434,5230
performances,441027,0.0,0.8434,5231
paille,440907,0.0,0.8434,5232
compagne,440875,0.0,0.8435,5233
baisers,440855,0.0,0.8435,5234
fondre,440772,0.0,0.8435,5235
pro,440771,0.0,0.8435,5236
ennui,440708,0.0,0.8435,5237
permission,440634,0.0,0.8435,5238
marchait,440496,0.0,0.8436,5239
assisté,440488,0.0,0.8436,5240
frisson,440298,0.0,0.8436,5241
chaises,440028,0.0,0.8436,5242
interpréter,440022,0.0,0.8436,5243
optique,439978,0.0,0.8436,5244
indépendant,439935,0.0,0.8436,5245
vêtu,439685,0.0,0.8437,5246
attire,439637,0.0,0.8437,5247
dirai,439320,0.0,0.8437,5248
pourriez,439200,0.0,0.8437,5249
descente,439131,0.0,0.8437,5250
attendaient,439108,0.0,0.8437,5251
chinoise,438935,0.0,0.8437,5252
referma,438810,0.0,0.8438,5253
his,438766,0.0,0.8438,5254
regrette,438655,0.0,0.8438,5255
hé,438184,0.0,0.8438,5256
espagnols,438056,0.0,0.8438,5257
sublime,437917,0.0,0.8438,5258
boutiques,437803,0.0,0.8439,5259
transformé,437791,0.0,0.8439,5260
Sénégal,437782,0.0,0.8439,5261
rires,437424,0.0,0.8439,5262
serré,437378,0.0,0.8439,5263
centaine,437233,0.0,0.8439,5264
charmante,437230,0.0,0.8439,5265
repartir,437162,0.0,0.844,5266
corpus,437120,0.0,0.844,5267
feront,437000,0.0,0.844,5268
attentif,436995,0.0,0.844,5269
équipements,436785,0.0,0.844,5270
chœur,436748,0.0,0.844,5271
déclarer,436742,0.0,0.8441,5272
conseillers,436719,0.0,0.8441,5273
ondes,436539,0.0,0.8441,5274
portière,436482,0.0,0.8441,5275
coins,436112,0.0,0.8441,5276
soirs,435916,0.0,0.8441,5277
passagers,435910,0.0,0.8441,5278
dissimuler,435839,0.0,0.8442,5279
justifie,435584,0.0,0.8442,5280
génétique,435545,0.0,0.8442,5281
déficit,435358,0.0,0.8442,5282
généreux,435287,0.0,0.8442,5283
appellent,435267,0.0,0.8442,5284
déclarations,435264,0.0,0.8443,5285
onde,435241,0.0,0.8443,5286
aile,435228,0.0,0.8443,5287
personnalités,435034,0.0,0.8443,5288
plages,434825,0.0,0.8443,5289
neveu,434822,0.0,0.8443,5290
per,434577,0.0,0.8443,5291
connues,434567,0.0,0.8444,5292
flèche,434446,0.0,0.8444,5293
familier,434428,0.0,0.8444,5294
partiellement,434313,0.0,0.8444,5295
déroulement,434239,0.0,0.8444,5296
donnaient,433912,0.0,0.8444,5297
refusait,433893,0.0,0.8444,5298
bibliographie,433629,0.0,0.8445,5299
éloigné,433535,0.0,0.8445,5300
craint,433237,0.0,0.8445,5301
anxiété,433031,0.0,0.8445,5302
précautions,432997,0.0,0.8445,5303
statuts,432979,0.0,0.8445,5304
sols,432967,0.0,0.8446,5305
antérieure,432818,0.0,0.8446,5306
joueur,432769,0.0,0.8446,5307
absent,432660,0.0,0.8446,5308
cession,432635,0.0,0.8446,5309
présentés,432324,0.0,0.8446,5310
sonore,432306,0.0,0.8446,5311
essentielles,432245,0.0,0.8447,5312
paisible,432191,0.0,0.8447,5313
adapté,432190,0.0,0.8447,5314
accordé,432170,0.0,0.8447,5315
terrains,432166,0.0,0.8447,5316
chevelure,432137,0.0,0.8447,5317
accidents,431892,0.0,0.8448,5318
répression,431875,0.0,0.8448,5319
tribu,431612,0.0,0.8448,5320
précédentes,431491,0.0,0.8448,5321
réplique,431473,0.0,0.8448,5322
ouvrait,431411,0.0,0.8448,5323
appétit,431390,0.0,0.8448,5324
ingénieur,431247,0.0,0.8449,5325
cardiaque,431239,0.0,0.8449,5326
territoriale,431207,0.0,0.8449,5327
flot,431124,0.0,0.8449,5328
disaient,431103,0.0,0.8449,5329
phases,430952,0.0,0.8449,5330
recrutement,430921,0.0,0.8449,5331
pile,430720,0.0,0.845,5332
chroniques,430658,0.0,0.845,5333
conducteur,430393,0.0,0.845,5334
brisé,430168,0.0,0.845,5335
infiniment,430146,0.0,0.845,5336
futurs,430129,0.0,0.845,5337
plaindre,430110,0.0,0.8451,5338
mondialisation,429979,0.0,0.8451,5339
réels,429887,0.0,0.8451,5340
nier,429857,0.0,0.8451,5341
courante,429799,0.0,0.8451,5342
trouvant,429753,0.0,0.8451,5343
supprimer,429715,0.0,0.8451,5344
chers,429696,0.0,0.8452,5345
chercheur,429656,0.0,0.8452,5346
promener,429642,0.0,0.8452,5347
communistes,429386,0.0,0.8452,5348
balles,429142,0.0,0.8452,5349
logiques,428996,0.0,0.8452,5350
relief,428798,0.0,0.8452,5351
cauchemar,428777,0.0,0.8453,5352
présentait,428731,0.0,0.8453,5353
dirigé,428678,0.0,0.8453,5354
masculin,428430,0.0,0.8453,5355
avère,428351,0.0,0.8453,5356
couvent,428222,0.0,0.8453,5357
semi,428216,0.0,0.8454,5358
Méditerranée,428206,0.0,0.8454,5359
assurément,427990,0.0,0.8454,5360
remet,427972,0.0,0.8454,5361
confortable,427808,0.0,0.8454,5362
armés,427754,0.0,0.8454,5363
matérielle,427648,0.0,0.8454,5364
rouler,427551,0.0,0.8455,5365
contenter,427208,0.0,0.8455,5366
nationalité,427002,0.0,0.8455,5367
terriblement,426896,0.0,0.8455,5368
venons,426877,0.0,0.8455,5369
élite,426872,0.0,0.8455,5370
effectue,426758,0.0,0.8455,5371
carton,426755,0.0,0.8456,5372
imposé,426503,0.0,0.8456,5373
laine,426499,0.0,0.8456,5374
juridictions,426487,0.0,0.8456,5375
assassin,426286,0.0,0.8456,5376
observait,425795,0.0,0.8456,5377
précédents,425715,0.0,0.8456,5378
éliminer,425640,0.0,0.8457,5379
matériels,425597,0.0,0.8457,5380
coupa,425591,0.0,0.8457,5381
directive,425580,0.0,0.8457,5382
lente,425278,0.0,0.8457,5383
diplôme,425190,0.0,0.8457,5384
recette,425177,0.0,0.8458,5385
business,425131,0.0,0.8458,5386
participé,425089,0.0,0.8458,5387
altitude,424966,0.0,0.8458,5388
format,424730,0.0,0.8458,5389
falloir,424704,0.0,0.8458,5390
serviteur,424545,0.0,0.8458,5391
sympathie,424492,0.0,0.8459,5392
fiscal,424120,0.0,0.8459,5393
obligée,424077,0.0,0.8459,5394
passaient,424042,0.0,0.8459,5395
constitutionnelle,423992,0.0,0.8459,5396
trous,423957,0.0,0.8459,5397
pavillon,423953,0.0,0.8459,5398
couverte,423947,0.0,0.846,5399
peutêtre,423852,0.0,0.846,5400
confirmer,423832,0.0,0.846,5401
rural,423749,0.0,0.846,5402
durer,423530,0.0,0.846,5403
manifester,423516,0.0,0.846,5404
régulière,423476,0.0,0.846,5405
constaté,423258,0.0,0.8461,5406
dragon,423076,0.0,0.8461,5407
inégalités,422966,0.0,0.8461,5408
gardait,422930,0.0,0.8461,5409
pourrai,422860,0.0,0.8461,5410
studio,422834,0.0,0.8461,5411
bagages,422664,0.0,0.8462,5412
guerriers,422633,0.0,0.8462,5413
mètre,422623,0.0,0.8462,5414
permettrait,422587,0.0,0.8462,5415
silencieuse,422530,0.0,0.8462,5416
sanctions,422492,0.0,0.8462,5417
relèvent,422446,0.0,0.8462,5418
dominante,422444,0.0,0.8463,5419
désignant,422438,0.0,0.8463,5420
simultanément,422255,0.0,0.8463,5421
tirant,422176,0.0,0.8463,5422
chants,422174,0.0,0.8463,5423
prudent,422170,0.0,0.8463,5424
habits,421934,0.0,0.8463,5425
étendu,421921,0.0,0.8464,5426
légale,421898,0.0,0.8464,5427
brève,421804,0.0,0.8464,5428
exposer,421708,0.0,0.8464,5429
voyageur,421272,0.0,0.8464,5430
ravi,421267,0.0,0.8464,5431
dits,421211,0.0,0.8464,5432
découvrit,421081,0.0,0.8465,5433
fondements,421057,0.0,0.8465,5434
énergétique,421001,0.0,0.8465,5435
jaunes,420809,0.0,0.8465,5436
parvenait,420791,0.0,0.8465,5437
teint,420761,0.0,0.8465,5438
anonyme,420695,0.0,0.8465,5439
comprennent,420672,0.0,0.8466,5440
kg,420473,0.0,0.8466,5441
territoriales,420416,0.0,0.8466,5442
céleste,420355,0.0,0.8466,5443
réservée,420282,0.0,0.8466,5444
dormait,420215,0.0,0.8466,5445
guérison,420162,0.0,0.8466,5446
noyau,420140,0.0,0.8467,5447
séparés,420071,0.0,0.8467,5448
écarta,420052,0.0,0.8467,5449
mail,419944,0.0,0.8467,5450
démarches,419824,0.0,0.8467,5451
emprise,419735,0.0,0.8467,5452
fraîcheur,419564,0.0,0.8468,5453
visibles,419265,0.0,0.8468,5454
transformations,419164,0.0,0.8468,5455
proposée,419134,0.0,0.8468,5456
rétorqua,418956,0.0,0.8468,5457
trouvais,418849,0.0,0.8468,5458
souffert,418788,0.0,0.8468,5459
identiques,418774,0.0,0.8469,5460
valoir,418754,0.0,0.8469,5461
Mexique,418749,0.0,0.8469,5462
trahison,418653,0.0,0.8469,5463
réalisés,418606,0.0,0.8469,5464
fussent,418605,0.0,0.8469,5465
croisés,418531,0.0,0.8469,5466
brièvement,418473,0.0,0.847,5467
notaire,418419,0.0,0.847,5468
équipage,418383,0.0,0.847,5469
mené,418164,0.0,0.847,5470
clôture,418053,0.0,0.847,5471
rappel,417786,0.0,0.847,5472
lisait,417607,0.0,0.847,5473
américaines,417590,0.0,0.8471,5474
ongles,417567,0.0,0.8471,5475
subitement,417505,0.0,0.8471,5476
lèvre,417456,0.0,0.8471,5477
efficaces,417120,0.0,0.8471,5478
parvenu,417118,0.0,0.8471,5479
exacte,417040,0.0,0.8471,5480
orage,416979,0.0,0.8472,5481
éprouvait,416815,0.0,0.8472,5482
jouant,416724,0.0,0.8472,5483
fax,416697,0.0,0.8472,5484
parlementaire,416619,0.0,0.8472,5485
moines,416524,0.0,0.8472,5486
olive,416402,0.0,0.8472,5487
fourni,416292,0.0,0.8473,5488
pique,416179,0.0,0.8473,5489
aurions,416163,0.0,0.8473,5490
débuts,415972,0.0,0.8473,5491
modifié,415486,0.0,0.8473,5492
merveille,415477,0.0,0.8473,5493
mairie,415410,0.0,0.8473,5494
contempler,415382,0.0,0.8474,5495
réparer,415244,0.0,0.8474,5496
brune,415161,0.0,0.8474,5497
envoya,415064,0.0,0.8474,5498
consulté,415053,0.0,0.8474,5499
reconnaissant,415036,0.0,0.8474,5500
stock,415023,0.0,0.8474,5501
proposés,414867,0.0,0.8475,5502
récompense,414859,0.0,0.8475,5503
confrontation,414792,0.0,0.8475,5504
masses,414664,0.0,0.8475,5505
horaires,414661,0.0,0.8475,5506
écoutez,414556,0.0,0.8475,5507
discret,414541,0.0,0.8476,5508
loger,414345,0.0,0.8476,5509
chercha,414266,0.0,0.8476,5510
innocence,414252,0.0,0.8476,5511
world,414199,0.0,0.8476,5512
vents,414101,0.0,0.8476,5513
idiot,414060,0.0,0.8476,5514
éloigne,413913,0.0,0.8477,5515
habitation,413897,0.0,0.8477,5516
intelligent,413893,0.0,0.8477,5517
fonder,413705,0.0,0.8477,5518
souffla,413704,0.0,0.8477,5519
procédés,413662,0.0,0.8477,5520
gâteau,413648,0.0,0.8477,5521
veines,413528,0.0,0.8478,5522
forcer,413488,0.0,0.8478,5523
entrées,413071,0.0,0.8478,5524
alentours,412934,0.0,0.8478,5525
musiciens,412911,0.0,0.8478,5526
présenta,412879,0.0,0.8478,5527
signifiait,412854,0.0,0.8478,5528
match,412542,0.0,0.8479,5529
inspire,412503,0.0,0.8479,5530
cordes,412385,0.0,0.8479,5531
Syrie,412377,0.0,0.8479,5532
savants,412305,0.0,0.8479,5533
développée,412081,0.0,0.8479,5534
réunir,412028,0.0,0.8479,5535
pleure,411952,0.0,0.848,5536
restaurer,411892,0.0,0.848,5537
empreinte,411861,0.0,0.848,5538
all,411707,0.0,0.848,5539
pôle,411695,0.0,0.848,5540
cachée,411679,0.0,0.848,5541
prirent,411583,0.0,0.848,5542
graines,411416,0.0,0.8481,5543
transmis,411365,0.0,0.8481,5544
leader,411325,0.0,0.8481,5545
fixés,411266,0.0,0.8481,5546
entrent,411222,0.0,0.8481,5547
provoqué,411209,0.0,0.8481,5548
remplit,411205,0.0,0.8481,5549
exceptionnelle,411121,0.0,0.8482,5550
trentaine,411052,0.0,0.8482,5551
portaient,411047,0.0,0.8482,5552
innocent,411036,0.0,0.8482,5553
transparence,410890,0.0,0.8482,5554
enquit,410641,0.0,0.8482,5555
ascension,410557,0.0,0.8482,5556
départements,410489,0.0,0.8483,5557
lits,410377,0.0,0.8483,5558
donnés,409959,0.0,0.8483,5559
informé,409912,0.0,0.8483,5560
volontairement,409777,0.0,0.8483,5561
man,409726,0.0,0.8483,5562
agences,409610,0.0,0.8483,5563
tissus,409562,0.0,0.8484,5564
essentiels,409471,0.0,0.8484,5565
American,409469,0.0,0.8484,5566
magazine,409409,0.0,0.8484,5567
colloque,409408,0.0,0.8484,5568
bouge,409400,0.0,0.8484,5569
facultés,409327,0.0,0.8484,5570
retient,409191,0.0,0.8485,5571
présidence,409114,0.0,0.8485,5572
malheureuse,409043,0.0,0.8485,5573
marquer,408963,0.0,0.8485,5574
énoncé,408917,0.0,0.8485,5575
supérieures,408844,0.0,0.8485,5576
effacer,408673,0.0,0.8485,5577
plate,408278,0.0,0.8486,5578
intervint,408277,0.0,0.8486,5579
annuel,408016,0.0,0.8486,5580
fière,407869,0.0,0.8486,5581
installa,407755,0.0,0.8486,5582
soumission,407674,0.0,0.8486,5583
commandes,407662,0.0,0.8486,5584
utilisent,407490,0.0,0.8487,5585
retire,407423,0.0,0.8487,5586
provenance,407378,0.0,0.8487,5587
indigènes,407347,0.0,0.8487,5588
flanc,407332,0.0,0.8487,5589
attache,407210,0.0,0.8487,5590
entrant,407207,0.0,0.8487,5591
compléter,406818,0.0,0.8488,5592
sut,406748,0.0,0.8488,5593
automatique,406720,0.0,0.8488,5594
soucis,406677,0.0,0.8488,5595
propagande,406606,0.0,0.8488,5596
boîtes,406517,0.0,0.8488,5597
bulletin,406459,0.0,0.8488,5598
cite,406443,0.0,0.8489,5599
pr,406333,0.0,0.8489,5600
cuivre,406180,0.0,0.8489,5601
serviette,406164,0.0,0.8489,5602
avancé,406104,0.0,0.8489,5603
réfléchit,406076,0.0,0.8489,5604
publiée,405998,0.0,0.8489,5605
qualification,405969,0.0,0.849,5606
organique,405731,0.0,0.849,5607
solides,405715,0.0,0.849,5608
camion,405641,0.0,0.849,5609
procède,405397,0.0,0.849,5610
fixa,405216,0.0,0.849,5611
rhétorique,405167,0.0,0.849,5612
régiment,405076,0.0,0.8491,5613
préférable,404926,0.0,0.8491,5614
moine,404871,0.0,0.8491,5615
emporté,404774,0.0,0.8491,5616
déteste,404729,0.0,0.8491,5617
fr,404677,0.0,0.8491,5618
soutient,404643,0.0,0.8491,5619
peint,404483,0.0,0.8491,5620
déesse,404461,0.0,0.8492,5621
complice,404449,0.0,0.8492,5622
orientale,404366,0.0,0.8492,5623
répondis,404303,0.0,0.8492,5624
cadeaux,404194,0.0,0.8492,5625
croissante,404094,0.0,0.8492,5626
habituelle,403425,0.0,0.8492,5627
entendant,403421,0.0,0.8493,5628
délais,403400,0.0,0.8493,5629
monseigneur,403319,0.0,0.8493,5630
pressé,403288,0.0,0.8493,5631
employer,403268,0.0,0.8493,5632
dangereuse,403242,0.0,0.8493,5633
accomplissement,403203,0.0,0.8493,5634
poivre,403146,0.0,0.8494,5635
chante,403097,0.0,0.8494,5636
créativité,403069,0.0,0.8494,5637
civils,402946,0.0,0.8494,5638
déception,402806,0.0,0.8494,5639
perdus,402694,0.0,0.8494,5640
œuf,402607,0.0,0.8494,5641
accusation,402558,0.0,0.8495,5642
cousine,402542,0.0,0.8495,5643
vendeur,402483,0.0,0.8495,5644
monastère,402479,0.0,0.8495,5645
productions,402470,0.0,0.8495,5646
participent,402426,0.0,0.8495,5647
tonnes,402298,0.0,0.8495,5648
li,402217,0.0,0.8496,5649
sports,402204,0.0,0.8496,5650
caméra,402183,0.0,0.8496,5651
offres,402165,0.0,0.8496,5652
abondance,401726,0.0,0.8496,5653
paradoxe,401634,0.0,0.8496,5654
promets,401566,0.0,0.8496,5655
donnera,401441,0.0,0.8497,5656
anthropologie,401312,0.0,0.8497,5657
étroitement,401217,0.0,0.8497,5658
magnifiques,401194,0.0,0.8497,5659
apprécie,401093,0.0,0.8497,5660
réveille,400974,0.0,0.8497,5661
prenons,400794,0.0,0.8497,5662
rapprochement,400680,0.0,0.8498,5663
misérable,400669,0.0,0.8498,5664
tronc,400667,0.0,0.8498,5665
parallèlement,400593,0.0,0.8498,5666
réalisées,400509,0.0,0.8498,5667
guides,400492,0.0,0.8498,5668
